ID,concept_ID_parent,concept_name,concept_name_short,concept_description
1204,1147,STI drug stock summary,STIStox,Stock-outs of key STI drugs
1205,1204,Benzathine Penicillin,STIStoxPen,Stock-out of Benzathine Penicillin in the reporting period
1206,1204,Gentamycin,STIStoxGent,Stock-out of gentamycin in the reporting period
1207,1204,Doxycyclin,STIStoxDox,Stock-out of doxycyclin in the reporting period
1208,1204,Metronidazole,STIStoxMetro,Stock-out of metronidazole in the reporting period
1209,1148,CHECK: Total STI clients (sum sex),STIchkSex,
1210,1148,CHECK: Total STI clients (sum age),STIchkAge,
1211,1148,CHECK: Total STI clients (sum client type),STIchkType,
1212,1148,CHECK: Total STI clients (sum ever treated),STIchkHx,
1213,1148,CHECK: Total STI clients (sum HIV status),STIchkHIV,
1214,1148,CHECK: Total STI clients (sum diagnosis),STIchkDx,
1215,504,STISex,ChkSTIsex,
1216,504,STIAge,ChkSTIAge,
1217,504,STITyp,ChkSTITyp,
1218,504,STIHx,ChkSTIHx,
1219,504,STIHIV,ChkSTIHIV,
1220,504,STIDx,ChkSTIDx,
1221,485,STI report version 2,DatsetSTI2,STI facility monthly report version 2
1222,195,STI report - 1st month,Ver8Pg46,STI facility report 1st month of quarter
1223,195,STI report - 2nd month,Ver8Pg47,STI Facility Monthly report - 2nd month of quarter
1224,195,STI report - 3rd month,Ver8Pg48,STI Facility Monthly Report - 3rd month of quarter
1225,694,STI site report,RepProgSTI,Site level STI reports (collected during PMTCT/ART supervision)
1226,1149,STI clients treated in the reporting period,STI repRep,Section header for generic report
1227,1226,Total STI clients,STIrepTot,Calculated data element (sum of sex groups)
1228,1230,Index patients treated (symptomatic),STIrepTotIndx,Calculated data element = index patients
1229,1230,Partners treated,STIrepTotPart,Calculated data element = partners asymptomatic + partners symptomatic
1230,1227,Total STI clients treated,STIrepTotSum,Calculated data element = sum of client types
1231,694,ART survival analysis (data export),RepProgArtSurvEx,Menu option for data export. The generic aggregated report is using only calculated data elements for the survival analysis  which don't show up on the export query.
1232,33,Data elements used in calc rules for distribution,SplyRuleDe,Data elements available in the combobox for defining calculation rules for automated allocation of supply items in distribution lists
1233,187,11,Ver11,Reporting form version 11 (stock report) used from Q3 2013
1234,1348,DNA-PCR specimens recorded in logbook,LabEid,Report from EID DNA-PCR logbooks at sites. Added to Exposed child follow-up reporting from from Oct  2013 (first data from July 2013)
1235,1351,Total DNA-PCR specimens collected,LabEidSamp,Total DNA-PCR samples collected in the reporting period (from DNA-PCR logbook at sites)
1236,1235,DNA-PCR results received at facility,LabEidSampRes,Total DNA-PCR samples with results entered in DNA-PCR log book (as of the day of site visit  e.g. 2-4  weeks after the end of the quarter)
1237,1243,Positive DNA-PCR results,LabEidSampResPos,Positive DNA-PCR results documented in EID DNA-PCR logbook (by beginning of next quarter)
1238,1243,Negative / inconclusive DNA-PCR results,LabEidSampResNeg,Negative or inconclusive DNA-PCR results entered in EID DNA-PCR logbook. Calculated data element (total results received - positive results)
1240,1235,DNA-PCR results not (yet) received at facility,LabEidSampResN,Calculated data element: Total samples collected - results received
1241,1236,Total results given to guardian,LabEidResGiv,Total DNA-PCR results given to mother / guardian by the time of supervision visit (2-4 weeks after end of quarter)
1242,1236,Total results not (yet) given to guardian,LabEidResGivN,Calculated data element: results received at facility - results given to guardian
1243,1349,EID outcomes (out of results received at site),LabEidResSumm,Calculated data element and section header
1244,1349,DNA-PCR results received at site (2-4 wks after Q),LabEidResRecv,Section header
1245,485,EID DNA-PCR Logbook Report ver2,DatsetEID,EID logbook summary added to the Exposed child reporting form in Oct 2013 (version 2). Summary from logbook for reporting month (not related to age cohort outcomes)  therefore separate section required for data entry.
1246,195,EID DNA-PCR Logbook 1st month,Ver8Pg5A,
1247,195,EID DNA-PCR Logbook 2nd month,Ver8Pg5B,
1248,195,EID DNA-PCR Logbook 3rd month,Ver8Pg5C,
1249,168,HTC site supervision checklist,HTCSup,HTC Site Supervision Form Checklist. Based on Version 2 of supervision form (Sept 2013)
1250,1249,HTC site logistics,HTCSupLog,HTC site logisitcs (section header)
1251,1250,Total testing units/locations,HTCSupLogLoc,Total number of testing units/locations within the site
1252,1250,Total opening days/week,HTCSupLogDays,Total  number of opening days per week (including half days)
1253,1249,Policy  Standards  Guidelines,HTCSupPSG,Policy  Standards  Guidelines (section header)
1254,1253,HTC guidelines available,HTCSupPSGG,National HTC Guidelines available at site.
1255,1253,HTC protocol on display,HTCSupPSGP,Revised HTC Protocol on display (provide if not available)
1256,1253,Safety protocol on display,HTCSupPSGS,Safety protocol on display (infection prevention  waste management  PEP)
1257,1249,Infrastructure of main counseling unit,HTCSupInf,Infrastructure of the main counselling unit (section header)
1258,1257,Waiting area clean  adequate seating,HTCSupInfWait,Waiting area clean and adequate seating
1259,1257,Counselling room clean  tidy,HTCSupInfCTid,Counselling room clean and tidy
1260,1257,Spacious  well ventilated,HTCSupInfVent,Counselling room spacious and well ventilated
1261,1257,Well lit,HTCSupInfLit,Counselling room well lit
1262,1257,3 chairs  table  testing surface,HTCSupInfFurn,Counselling room has at least 3 chairs  1 table  separate testing surface
1263,1257,Lockable cupboard for records,HTCSupInfLock,Lockable cupbvoard for records (counsellor access only)
1264,1257,Door tags,HTCSupInfTag,Door tags available (counselling in progress / please enter)
1265,1257,Penis model available,HTCSupInfPenis,Penis model available
1266,1257,Male condoms freely available,HTCSupInfConM,Male condoms freely available
1267,1257,Female condoms freely available,HTCSupInfConF,Female condoms freely available
1268,1257,IEC materials available,HTCSupInfIEC,IEC materials available
1269,1249,Safety,HTCSupSaf,Safety (section header)
1270,1269,Running water & soap available,HTCSupSafWat,Running water & soap available
1271,1269,Sharps container available,HTCSupSafBinS,Sharps container available
1272,1269,Separate bin for contaminated waste,HTCSupSafBinR,Separate bin for contaminated waste (gloves  cotton  etc.) available
1273,1269,Functional pit / incinerator,HTCSupSafPit,Functional pit / incinerator for safe disposal
1274,1269,Disposable gloves available,HTCSupSafGlov,Disposable gloves available
1275,1269,Cotton wool available,HTCSupSafCot,Cotton wool available
1276,1269,Methylated spirit available,HTCSupSafSpir,Methylated spirit available
1277,1269,Antiseptic / decontamination solution available,HTCSupSafSept,Antiseptic / decontamination solution available
1278,1269,Antiseptic solution made up according to SOP,HTCSupSafSepSop,Antiseptic solution made up according to SOP
1279,1249,QA for HIV testing,HTCSupQAT,Quality assurance for HIV testing (section header)
1280,1279,DBS cards for external QC available,HTCSupQATDbs,DBS cards for external QC available
1281,1279,Total clients tested in last month,HTCSupQATN,Total number of clients tested in last month (Aug 2013 on version 2)
1282,1279,Total QC tests documented last month,HTCSupQATQ,Total number of QC tests documented in register in last month (Aug 2013 on version 2)
1283,1279,QC testing correctly documented,HTCSupQATDoc,QC testing correctly documented in register
1284,1249,QA for Counselling,HTCSupQAC,Quality Assurance for Counselling (section header)
1285,1284,Session observation checklist available,HTCSupQACChk,Blank MOH session observation checklist available
1286,1284,Total session obs forms filled last quarter (seen),HTCSupQACChkF,Number of session observation forms filled last quarter (number seen)
1287,1284,Counsellor meeting conducted last quarter,HTCSupQACMeet,Counsellor meeting conducted during last quarter
1288,1284,Minutes for counsellor meeting seen,HTCSupQACMin,Minutes for counsellor meeting (during last quarter) seen by this supervision team
1289,1249,M&E Tools,HTCSupME,M&E Tools (section header)
1290,1289,HTC register available (latest version),HTCSupMERegAv,National HTC Register (latest version) available (version 3 in Sept 2013)
1291,1289,HTC register correctly filled,HTCSupMERegFil,National HTC register correctly filled
1292,1289,Daily Activity Register available,HTCSupMEDarAv,Daily Activity Register available
1293,1289,Daily Activity Register correctly filled,HTCSupMEDarCor,Daily Activity Register correclty filled
1294,1289,HTC monthly report form available,HTCSupMERepAv,HTC monthly report form available
1295,1289,HTC monthly report form correctly filled,HTCSupMERepCor,HTC monthly report form correctly filled
1296,1289,HTC monthly report sent to DHO by 5th day,HTCSupMERepSent,HTC monthly report sent to DHO by 5th day of the month
1297,1289,Family referral slips available,HTCSupMEFam,Family referral slips available
1298,1249,HIV Test Kit Management,HTCSupKit,HIV Test Kit Management (section header)
1299,1298,Test kits kept in pharmacy,HTCSupKitPhar,HIV test kits kept in pharmacy / drug store
1300,1298,Proper storage,HTCSupKitStor,Proper storage of HIV test kits (safe  off the floor  cool  arranged by expiry date)
1301,1298,Determine HIV stock card available,HTCSupKitDetCrd,Stock card for Determine HIV available
1302,1298,Determine HIV stock card last entry date,HTCSupKitDetDat,Stock card for Determine HIV date of last entry on stock card
1303,1298,Determine HIV stock card last position,HTCSupKitDetCntC,Stock card for Determine HIV last stock position (copy from card)
1304,1298,Determine HIV physical stock count,HTCSupKitDetPhys,Determine HIV physical stock count
1305,1298,Uni-Gold HIV stock card available,HTCSupKitUniAv,Stock card for Uni-Gold HIV available
1306,1298,Uni-Gold HIV stock card last entry date,HTCSupKitUniDat,Uni-Gold HIV stock card last entry date
1307,1298,Uni-Gold HIV stock card last position,HTCSupKitUniCnt,Uni-Gold HIV stock card last stock position on card
1308,1298,Uni-Gold HIV physical stock count,HTCSupKitUniPhys,Uni-Gold HIV physical stock count
1309,1249,Provider Initiated Testing Performance,HTCSupPITC,Provider Initiated Testing Performance (section header)
1310,1309,ANC / Mat services at this site,HTCSupPITCAnc,ANC / Maternity services provided at this site
1311,1309,Test kits reserved for ANC/Mat,HTCSupPITCRes,System for reserving HIV test kits for ANC/Maternity is implemented
1312,1309,Sufficient test kits reserved for pregn women,HTCSupPITCResSuf,Sufficient test kits reserved for pregnant women for this quarter
1313,1309,Currently enough staff to test all ANC women,HTCSupPITCStaf,Are there currently enough counsellors to test all ANC women?
1314,1309,In-session testing for all ANC women,HTCSupPITCInses,In-session testing used for all ANC women
1315,1309,Any ANC women not tested last month,HTCSupPITCNd,Have any ANC women been turned away without HTC last month
1316,1249,HTC Counsellor Knowledge,HTCSupKno,HTC Counsellor Knowledge (section header)
1317,1316,Correct knowledge of testing algorithm,HTCSupKnoAlg,HTC counsellor knowledge correct regarding testing algorithm (correct 1st / 2nd test  immediate repeat  etc.)
1318,1316,Correct incubation time Determine HIV,HTCSupKnoIncDet,Correct knowledge of incubation time for Determine HIV
1319,1316,Correct incubation time for Uni-Gold HIV,HTCSupKnoIncUni,Correct knowledge of incubation time for Uni-Gold HIV
1320,1316,Correct amount of blood,HTCSupKnoBlo,Correct knowledge about amount of blood to be applied to test kits
1321,1316,Correct amount of buffer,HTCSupKnoBuf,Correct knowledge about amount of buffer solution to be applied to test kits
1322,1316,Referral for re-testing based on risk assessment,HTCSupKnoRetst,Correct knowledge about referral and appointment for re-testing based on new test result and risk assessment.
1323,485,HTC site supervision form version 2,DatsetHTCsup2,HTC site supervision form version 2 (Sept 2013)
1324,189,HTC site supervision form,Ver2HTCSup,HTC site supervision form
1325,130,Supervision Team Performance Feedback,QChkSup,Integrated HIV Program Site Supervision Feedback Form. Introduced for Q3 2013 (Oct 2013)
1326,1325,Introduced themselves properly,QChkSupIntrod,Introduced themselves properly and gave us their phone number
1327,1325,Verified data left behind at site,QChkSupData,Made sure we have a clean copy of the verified data for each reporting form
1328,1325,Polite attitude  constructive feedback,QChkSupPolite,Polite attitude  gave constructive and useful feeback
1329,1325,Competent and professional,QChkSupCompet,Competent and professional: able t answer questions / referred us to someone who can help
1330,1325,Thorough: proper stock count  enough time,QChkSupThorough,Through: did a proper stock count  spent enough time
1331,195,Feedback Form,Ver8Pg50,Integrated HIV Program Supervision Feedback Form Version 1 (2013 Q3)
1332,485,HIV Prog Supervision Feedback form version 1,DatsetFeedb,Integrated HIV Program Site Supervision Feedback Form  version 1 (2013 Q3)
1333,293,Blood Collection,FacServBldCol,Blood collection (from replacement donors). Introduced in Oct 2013 on PMTCT/ART Supervision form to distinguish blood collection and transfusion services for reporting.
1334,293,Fam Planning,FacServFP,Family planning services. Introduced in Oct 2013 on PMTCT/ART supervision form to allow allocation of FP products in drug distribution
1335,293,CD4 counting,FacServCD4,CD4 count service at site. Introduced in Oct 2013 in PMTCT/ART supervision form to validate expected reports on CD4 count outputs
1336,293,HIV exp child FUP,FacServHEC,HIV exposed child follow-up service. Introduced in Oct 2013 in PMTCT/ART supervision form to validate expected reporting.
1337,36,PIMA CD4 Cartidge,SplyDtPICart,PIMA CD4 Cartridge
1338,36,PIMA Bead Standard,SplyDtPIBead,PIMA Bead Standard
1339,36,Thermal printer paper roll,SplyDtPIRoll,Thermal printer paper roll
1340,36,Sample collection kit venous blood,SplyDtVenePun,Sample collection kit for venous blood (supplied for PIMA machines). Alcohol swab  dry cotton swab  5ml EDTA Vacutainer  canula
1341,699,Total ANC women in the cohort,CalcAncWom,Sum of women with 1  2  3  4 and 5+ visits.
1342,664,Calculated indicators,Indic,Calculated indicators: define numerator by adding concept set with sort order 0  denominator 2nd concept set with sort order 1
1343,1342,% of ANC women with HIV status ascertained,IndicAncAsc,ANC women with HIV status ascertained / Total ANC women in the cohort
1344,1342,% of ANC women HIV+,IndicAncHiv,Proportion of HIV+ among ANC women whose HIV status was ascertained. Total HIV+ ANC women / Total ANC women with HIV status ascertained.
1345,1342,% of HIV+ ANC women on ART,IndicAncArt,Proportion of total HIV+ ANC women who were on ART at the end of ANC. Total ANC women on ART / Total HIV+ ANC women
1346,699,Total ANC women on ART,CalcAncArt,Sum of all ART categories
1347,694,EID DNA-PCR logbook report,RepProgPCRLog,DNA PCR logbook report. Data collected during supervision from DNA-PCR logbooks for 1st 2nd and 3rd month of quarter
1348,429,Early Infant Diagnosis Specimen Report,LabEidRep,Report header for generic report
1349,1234,DNA-PCR specimens collected,LabEidCol,Level 3 subheader in generic report
1350,1349,DNA-PCR results received by guardian,LabEidResGivHead,Subheader level 5 for generic report
1351,1234,DNA-PCR specimens collected and results received,LabEidHead,
1352,187,12,Ver12,Reporting form version 12 (stock report) used from Q4 2013
1353,998,HTC access type,HTCAcc,HTC access type (introduced in HTC register version 3)
1354,1353,PITC,HTCAccPitc,HTC access type: Provider initiated HTC
1355,1353,Family Referral Slip (FRS),HTCAccFrs,HTC access type: Family referral slip. Client came for HTC prompted by HTC family referral slip
1356,1353,Other (VCT  etc.) HTC access,HTCAccOth,HTC access type: Other.
1357,964,Last negative,HTCRepeatNeg,Previously tested and last test result negative. Last HIV test disaggreation introduced in HTC register version 3.
1358,964,Last positive,HTCRepeatPos,Previously tested for HIV and last result positive. Last HIV test disaggreation introduced in HTC register version 3.
1359,964,Last exposed infant,HTCRepeatLexp,Previously tested for HIV and last positive rapid test outcome as infant. Last HIV test disaggreation introduced in HTC register version 3.
1360,964,Last inconclusive,HTCRepeatLinc,Previously tested for HIV and last result inconclusive. Last HIV test disaggreation introduced in HTC register version 3.
1361,967,Single test positive,HTCRes1+,Only 1 RDT used and result is positive. Data element introduced in version3
1362,972,Results among clients never tested / last negative,HTCOutcRegular,Subgroup header from version 3 of HTC register: results given to clients who have never been tested or who last tested negative
1363,972,Confirmatory results (previous positive clients),HTCOutcConf,Subgroup header from version 3 of HTC register: Results given to clients with previous positive test results
1364,1363,Confirmatory positive,HTCOutcConfPos,Confirmatory positive result (from version 3)
1365,1363,Confirmatory inconclusive,HTCOutcConfInc,Confirmatory test negative or discordant (for clients previously tested positive). Introduced from version 3 of HTC register.
1366,1004,Special activity (training  campaign  etc.),SplyReloRsnSpec,Special activity requiring extra allocation of commodities
1367,998,Partner / Family HTC referral slips,HTCFrs,Subgroup header: Partner (Family) HTC Referral Slips given. Introduced in Version 3 HTC register.
1368,1367,Sum of slips given,HTCFrsGiven,Sum of all Family Referral Slips handed out
1369,1368,Total clients presenting with referral slip,HTCFrsReturn,Calculated data element: HTC access type FRS
1370,1368,Total failed referrals (slips not returned),HTCFrsFail,Calculated data element: Sum of slips given - HTC access type FRS
1371,485,HTC facility report ver3,DatSetHtc3,HTC facility report version 3
1372,979,CHECK: Total tested (access type sum),HTCChkTotAcc,Checksum (entered from form)
1373,979,CHECK: Total tested (last HIV test sum),HTCChkTotLast,Checksum (entered from form)
1374,979,CHECK: Total tested (partner present sum),HTCChkTotPart,Checksum (entered from form)
1377,396,Clients at stand-alone HTC sites,DataTypHtcHtc,Clients tested at stand-alone HTC sites
1379,1390,Commodity use summary,HTCkit,Test kit use summary (from HTC report version 3)
1381,1379,Opening stock (physical),HTCkitOpen,Opening stock (number of individual tests) at the beginning of the reporting period
1382,1379,Receipts,HTCkitRec,Sum of all receipts (tests) in the reporting period
1383,1379,Used for clients,HTCkitUseClient,Sum of tests used for testing clients in the reporting period
1384,1379,Used for other purposes,HTCkitUseOth,Sum of tests used for other purposes in the reporting period
1385,1379,Losses,HTCkitLoss,Sum of tests declared as lost
1386,1379,Closing stock (physical),HTCkitClose,Closing stock (physical count) at the end of the reporting period
1390,33,Inventory / utilization report,SplyRep,Commodity inventory and utilization report. Introduced on HTC facility report version 3 for Determine and Uni-Gold utilization report from Daily Inventory Register
1391,396,HIV test 1 used at health facilities,DataTypTst1Hfac,HIV test kit 1 (Determine HIV 1/2). Dimension for first column of Test kit use summary (HTC report version 3) from health facility based testing.
1392,396,HIV test 2 used at health facilities,DataTypTst2Hfac,HIV test kit 2 (Uni-Gold HIV 1/2). Dimension for first column of Test kit use summary (HTC report version 3) from health facility based testing.
1393,1390,Commodity use report check sums,SplyKitChksum,Data elements entered from HTC report version 3  Test kit use summary. These data elements are calculated in the field and entered from the form  but these are re-calculated from primary data elements for aggregated reporting.
1394,1393,Balance (recorded),SplyKitChksumBal,Calculated balance: opening + receipts - used for clients - used for other - losses = balance
1395,1393,Difference (recorded),SplyKitChksumDif,Calculated difference: calculated balance - closing stock (physical count) = difference.
1396,485,Test kit use summary,DatsetTestKit,Test kit use summary for test 1 (Determine HIV 1/2) and test 2 (Uni-Gold HIV 1/2) from HTC report version 3. Different test types are represented as data dimension subgroups. Added opening and closing stock from pharmacy stock card from version 3.1 (Jan 2014)
1398,396,HIV test 1 used in community,DataTypTst1Comm,HIV test kit 1 (Determine HIV 1/2). Dimension for first column of Test kit use summary (HTC report version 3) from community based testing.
1399,396,HIV test 2 used in community,DataTypTst2Comm,HIV test kit 2 (Uni-Gold HIV 1/2). Dimension for first column of Test kit use summary (HTC report version 3) from community based testing.
1400,195,Test kit 1 use at health facility - 1st month,Ver8Pg37A,
1401,195,Test kit 1 use at health facility - 2nd month,Ver8Pg38A,
1402,195,Test kit 1 use at health facility - 3rd month,Ver8Pg39A,
1403,195,Test kit 2 use at health facility - 1st month,Ver8Pg37B,
1404,195,Test kit 2 use at health facility - 2nd month,Ver8Pg38B,
1405,195,Test kit 2 use at health facility - 3rd month,Ver8Pg39B,
1406,195,Test kit 1 use in community - 1st month,Ver8Pg40A,
1407,195,Test kit 1 use in community - 2nd month,Ver8Pg41A,
1408,195,Test kit 1 use in community - 3rd month,Ver8Pg42A,
1409,195,Test kit 2 use in community - 1st month,Ver8Pg40B,
1410,195,Test kit 2 use in community - 2nd month,Ver8Pg41B,
1411,195,Test kit 2 use in community - 3rd month,Ver8Pg42B,
1412,504,HIVTestBalance,ChkTstBal,HTC report version 3  Test kit use summary: sum of (opening  receipts  used for clients  used for other  losses) must be equal to balance entered.
1413,504,HIVTestDifference,ChkTstDiff,
1414,1393,Difference (validated),SplyKitChksumVal,Concept set for validation of data entry: Balance - Closing = Difference
1415,504,HTCAccType,ChkHTCAcx,
1416,504,HTCLastTest,ChkHTCLast,
1417,504,HTCPartPres,ChkHTCPart,
1418,195,Test kit 1 use at health facility - quarter,Ver8Pg37C,
1419,195,Test kit 2 use at health facility - quarter,Ver8Pg37D,
1420,195,Test kit 1 use in community - quarter,Ver8Pg40C,
1421,195,Test kit 2 use in community - quarter,Ver8Pg40D,
1422,136,ExpCh - DNA-PCR result written on card,QChkCardExpPcr,DNA-PCR results written on card + HIV status correctly classified. Introduced in version 9.
1423,136,ExpCh - Rapid test at 12+ 24m done and recorded,QChkCardExpRdt,Exposed child cards: Rapid test at 12 + 24m done and recorded on cards. Introduced from version 9 supervision form part 2.
1424,485,Clinic quality checklist ver9,DatsetChk9,Supervision version 9 from Part 2: Quality checklist. Introduced 7/1/2014.
1425,653,Survival analysis all ages,DataTypSetSurvAl,Concept set for sub groups of survival analysis  all ages
1426,653,Survival analysis children,DataTypSetSurvCh,Concept set for sub groups for survival analyses  children
1427,653,Survival analysis Option B+,DataTypSetSurvB+,Concept set for sub groups for survival analyses  women started under Option B+
1428,33,ART regimen hierarchy,SplyARThier,ART regimen hierarchy levels. Used for aggregation of data for export to Excel used for forecasting and quantification
1429,1428,Standard,SplyARThierStY,Standard ART regimens
1430,1428,Non-standard,SplyARThierStN,Non-standard ART regimens
1431,1429,Adult formulations,SplyARThierAd,Adult ART formulations
1432,1429,Paed. Formulations,SplyARThierPaed,Paediatric ART formulations
1433,1431,1st line adult,SplyARThier1st,First line adult formulation ART regimens
1434,1431,2nd line adult,SplyARThier2nd,Second line ART regimens
1435,1433,TDF-based adult,SplyARThierTdfY,TDF-based 1st line adult ART regimens
1436,1433,Non-TDF-based adult,SplyARThierTdfN,Non-TDF-based 1st line adult ART regimens
1437,1436,AZT-based adult,SplyARThierAztY,AZT-based adult first line ART regimens
1438,1436,Non-AZT-based adult,SplyARThierAztN,
1439,1438,d4T-based adult,SplyARThierd4TY,d4T-based adult first line regimens
1440,1438,Non-d4T-based adult,SplyARThierd4TN,Non-d4T-based adult first line regimens
1441,1432,1st line paed,SplyARThier1stPe,First line paediatric formulation ART regimens
1442,1432,2nd line paed,SplyARThier2ndPe,Second line paediatric formulation ART regimens
1444,1441,AZT-based paed,SplyARThierAztYP,AZT-based 1st line ART regimens
1445,1441,Non-AZT-based paed,SplyARThierAztNP,Non-AZT-based paediatric formulation 1st line ART regimens
1446,1445,d4T-based paed,SplyARThierd4TYP,d4T-based paediatric formulation 1st line ART regimens
1447,1445,Non-d4T-based paed,SplyARThierd4TNP,Non-d4T-based paediatric formulation first line ART regimens
1448,742,Regimen 0A,ARTOutcRegim0A,
1449,743,Regimen 0P,ARTOutcRegim0P,ABC 60mg / 3TC 30mg + NVP 50mg
1450,187,13,Ver13,Reporting form version 13 (stock report) used from Q1 2014
1451,1379,Opening stock (stock card),HTCkitOpenStore,Opening stock from stock card in pharmacy / drug store
1452,1379,Closing stock (stock card),HTCkitCloseStore,Closing stock position on stock card in pharmacy / drug store
1453,129,Diflucan Register,SplyFileDifluc,Diflucan Partnership Program Register
1454,33,Equipment,SplyEqip,Medical devices and equipment
1455,1454,Weighing scale adult,SplyEqipScalAd,Adult weighing scale
1456,129,Diflucan Prescription Pad,SplyFileDifluPad,Diflucan prescription pad  block of 50 sets of 3 self-carbonated sheets
1457,1454,Pallet,SplyEqipPalet,Pallet for storage / shipping of commodities
1458,694,HIV test utilization report (triangulation),RepProgDAR,HIV Rapid Tests Daily Activity Register data (collected as section on HTC reporting form)
1459,168,HIV test utilization report,HTCUt,"Hierarchical display of data from DAR and HTC register made up of calculated and referenced data elements for triangulation of DAR and HTC register data collected on ""HIV Testing and Counselling - Combined Quarterly Site Report"". Introduced Q1 2014"
1460,1459,Triangulation: HTC register / daily test inventory,HTCUtHd1,HIV test utilization report sub header 1
1461,1460,Pharmacy HIV test inventory,HTCUtPharm,
1462,1461,Total HIV tests available in pharmacy,HTCUtPAv,Total HIV tests available in pharmacy / drug store during the reporting period. Calculated data element.
1463,1462,Pharmacy opening stock (tests),HTCUtPOp,Total test kits in stock in pharmacy at the beginning of the reporting period. Calculated data element.
1464,1462,Pharmacy receipts in reporting period (tests),HTCUtPRec,Total estimated receipts of test kits in the reporting period. Calculated data element: Pharmacy closing stock - opening stock + issues to the testing rooms (entered as receipts in the testing rooms)
1465,1460,Testing room HIV test inventory,HTCUtTRm,Subheading for HIV test utilization report
1466,1465,Total tests available in testing rooms,HTCUtTRmAv,Total HIV tests available in testing rooms in reporting period. Calculated data element.
1467,1466,Testing room opening stock (tests),HTCUtTRmOp,Total opening stock in testing rooms. Calculated data element.
1468,1466,Testing room receipts (tests),HTCUtTRmRec,Total receipts of test in testing rooms during the reporting period. Calculated data element.
1469,1465,Total tests in testing rooms (utilization),HTCUtTRmUt,Total tests available in testing rooms in the reporting period. Calculated data element: opening stock + receipts.
1470,1469,Total unaccounted tests,HTCUtTRmMis,Total unccounted tests in testing rooms. Calculated data element: opening + receipts - used for clients - used for other - losses - closing.
1471,1469,Tests accounted for,HTCUtTRmAcc,Total tests accounted for in testing rooms. Calculated data element: tests used for clients + used for other + losses + closing
1472,1471,Tests remaining in testing rooms (closing stock),HTCUtTRmAccRem,Total test remaining in testing rooms at the end of the reporting period. Calculated data element.
1473,1471,Tests consumed,HTCUtTRmAccCs,Total tests consumed in testing rooms. Calculated data element: used for clients + used for other + losses
1474,1473,Losses in testing rooms (tests),HTCUtTRmLoss,Total tests lost in testing room (expiry  spoiled  etc.). Calculated data element.
1475,1473,Tests used for testing,HTCUtTRmTst,Total tests used for testing in testing rooms (clients  QA  training  etc.) Calculated data element: used for clients + used for other
1476,1475,Tests used for testing clients (DAR),HTCUtTRmTstCli,Total tests used for testing clients (DAR). Calculated data element.
1477,1475,Tests used for other purposes (QA  training),HTCUtTRmTstOth,Total tests used for other purposes in testing rooms. Calculated data element.
1478,187,14,Ver14,Reporting form version 14 (stock report modification from Q2 2014)
1479,653,Site level aggregate,DataTypSetSitAg,Site level data. Concept set used for aggregation of HTC reports to distinguish district level aggregate reports from site level reports.
1480,653,District level aggregate,DataTypSetDistAg,District level data. Concept set used for aggregation of HTC reports to distinguish district level aggregate reports from site level reports.
1481,485,Clinic quality checklist ver10,DatsetChk10,Service quality checklist version 10. Introduced for Q2 2014 (June 2014).
1482,1132,HIV ascert at ANC: 95% target met,QChkPerfAncTst,Performance against target: HIV ascertainment at ANC. Introduced on version 10 supervision form.
1483,1132,Option B+ 6m retention: 90% target met,QChkPerfCritB+6m,Performance against targets: Option B+ retention at 6 months (from ART survival analysis). Introduced on version 10 supervision form.
1484,1132,HIV testing Exp children 2m: 85% target met,QChkPerfCritHec2,Performance against targets: HIV testing among HIV exposed children (from 2m Exposed Follow-Up Report): 85% target met. Introduced on version 10 supervision form.
1485,1132,HIV testing Exp children 12m: 85% target met,QChkPerfCriHec12,Performance against targets: HIV testing among HIV exposed children (from 12m Exposed Follow-Up Report): 85% target met. Introduced on version 10 supervision form.
1486,129,Blood donor register,SplyFileBloDon,Blood Donor Register
1487,129,STI register,SplyFileStiReg,STI clinic register
1488,1137,Relocation between sites,SplyActRelo,Relocation of commodities between health facilities
1489,1624,RNM Registered Nurse Midwife,PersCadrRNM,Registered nurse midwife (degree)
1490,1624,NMT Nurse Midwife Technician,PersCadrNMT,Nurse Midwife Technician (Diploma)
1491,1495,Lab Technician,PersCadrLabT,Laboratory Technician (Diploma)
1492,1495,Lab Assistant,PersCadrLabA,Lab Assistant (Certificate)
1493,1624,ENM Enrolled Nurse Midwife,PersCadrENM,Enrolled Nurse Midwife (certificate)
1494,881,Clinical staff,PersCadrClin,Clinical cadres
1495,881,Lab staff,PersCadrLab,Lab staff
1496,1495,Chief Lab Officer,PersCadrCLO,Chief Laboratory Officer (BSc)
1497,1624,SRN State Registered Nurse,PersCadrSRN,State Registered Nurse (BSc)
1498,881,Pharmacy staff,PersCadrPharm,Pharmacy staff
1499,1498,Pharmacist,PersCadrPhBSc,Pharmacist (BSc)
1500,1498,Pharmacy Technician,PersCadrPharmTec,Pharmacy Technician (Diploma)
1501,1498,Pharmacy Assistant,PersCadrPharmAs,Pharmacy Assistant (Certificate)
1503,885,PA Patient Attendant,PersCadrPa,Patient attendant: promoted hospital / ward attendant. No formal training  on the job training only.
1504,885,EHO Environmental Health Officer,PersCadrEho,Environmental Health Officer (BSc in Environmental Health)
1505,885,HA Hospital / Ward Attendant,PersCadrHa,Hospital / Ward Attendant. On the job training  no formal training.
