3 MONTHS REVIEW HIV,3,HIV,HIV
SEXUALLY TRANSMITTED INFECTIONS RURAL COMM HOSP,SEXUALLY,STI,HIV
SEXUALLY TRANSMITTED INFECTIONS TOTAL# PROVIDED IN THIS QUARTER,SEXUALLY,STI,HIV
SEXUALLY TRANSMITTED INFECTIONS TV DVDS,SEXUALLY,STI,HIV
SFP 60 MONTHS <12 YEARS,SFP,FP,NULL
SFP 6 59 MONTHS,SFP,FP,NULL
SFP CHECKED BY,SFP,FP,NULL
SFP CHILD HIV SERO STATUS,SFP,FP,HIV
SFP CHILDREN ON ART,SFP,FP,HIV
SFP CHILDREN REFERRED FOR HTC,SFP,FP,NULL
SFP CHILDREN TESTED FOR HIV,SFP,FP,HIV
SFP COMMENTS ON PERFOMANCE INDICATORS,SFP,FP,NULL
SFP EXPOSED CHILDREN ON ART,SFP,FP,HIV
SFP FOLLOW UP NRU OTP,SFP,FP,NULL
SFP LACTATING,SFP,FP,NULL
SFP LW SEROSTATUS,SFP,FP,NULL
SFP MATERNAL HIV SERO STATUS,SFP,FP,HIV
SFP MEAN LENGTH OF STAY,SFP,FP,NULL
SFP NEW ADMISSIONS BY GENDER,SFP,FP,NULL
SFP NUMBER OF RELAPSES,SFP,FP,NULL
SFP NUMBER OF TWIN CHILDREN,SFP,FP,NULL
SFP OTHER,SFP,FP,NULL
SFP PREGNANT,SFP,FP,NULL
SFP PREPARED BY,SFP,FP,NULL
SFP PW LW REFERRED FOR HTC,SFP,FP,NULL
SFP PW LW TESTED FOR HIV,SFP,FP,HIV
SFP PW SEROSTATUS,SFP,FP,NULL
SG ABSCESS,SG,SG,NULL
SG ALL DENTAL SURGICAL CONDITIONS,SG,SG,NULL
SG ALL EAR NOSE AND THROAT,SG,SG,NULL
SG ALL OPHTHALMIC CONDITIONS,SG,SG,NULL
SG ALL ORTHOPEDIC CASES,SG,SG,NULL
SG ALL ROAD TRAFFIC INJURIES,SG,SG,NULL
SG ALL UROLOGICAL CONDITIONS,SG,SG,NULL
SG APPENDICITIS,SG,SG,NULL
SG BED OCCUPANCY RATE,SG,SG,NULL
SG BED TURN OVER,SG,SG,NULL
SG BOWEL OBSTRUCTION,SG,SG,NULL
SG BURNS 1ST DEGREE,SG,SG,NULL
SG BURNS 2ND DEGREE,SG,SG,NULL
SG BURNS 3RD DEGREE,SG,SG,NULL
SG CONGENITAL MALFORMATIONS,SG,SG,NULL
SG GASTRO INTESTINAL BLEEDING,SG,SG,NULL
SG GENERAL ASSAULT INJURIES,SG,SG,NULL
SG HERNIA,SG,SG,NULL
SG IN PATIENT DAYS,SG,SG,NULL
SG NUM OF REPORTD NON FUNCTIONAL MED EQUIP LASTING >7DAYS,SG,SG,NULL
SG NUM OF REPORTED KEY MEDICAL SUPPLIES STOCK OUTS OF > 7 DAYS,SG,SG,NULL
SG NUM OF REPORTED KEY MEDICINES STOCK OUTS OF > 7 DAYS,SG,SG,NULL
SG OCCUPATIONAL RELATED INJURIES,SG,SG,NULL
SG OPD TOTAL ATTENDANCE,SG,SG,NULL
SG OSTEOMYELITIS,SG,SG,NULL
SG PEPTIC ULCERS DISEASE,SG,SG,NULL
SG PERFORATED STOMACH,SG,SG,NULL
SG RAUMA CHEST AND ABDOMEN INJURIES,SG,SG,NULL
SG TOTAL NUMBER OF ADMISSIONS FROM ALL CAUSES,SG,SG,NULL
SG TOTAL NUMBER OF DISCHARGES,SG,SG,NULL
SG TOTAL NUMBER OF IN PATIENT DEATHS,SG,SG,NULL
SG TOTAL NUMBER OF OPERATIONS,SG,SG,NULL
SG TOT NUM OF PATIENTS OPERATED ON WITHIN 7 DAYS,SG,SG,NULL
SG TOT NUM OF PATIENTS SEEN BY SPECIALIST WITHIN 4 WKS,SG,SG,NULL
SG TRAUMA HEAD INJURIES,SG,SG,NULL
SG TRAUMA INJURIES OF EXTREMITIES,SG,SG,NULL
SG TRAUMA SPINAL INJURIES,SG,SG,NULL
SG TRAUMATIC CONDITIONS,SG,SG,NULL
SG TUMORS,SG,SG,NULL
SH CHECKED BY,SH,SH,HIV
SH CSB LIKUNIL STOCKOUT WITHIN THE MONTH,SH,SH,HIV
SH DSM,SH,SH,HIV
SH DSM STOCK OUT WITHIN THE MONTH,SH,SH,HIV
SH F100,SH,SH,HIV
SH F100 STOCK OUT WITHIN THE MONTH,SH,SH,HIV
SH F75,SH,SH,HIV
SH F75 STOCK OUT WITHIN THE MONTH,SH,SH,HIV
SH LIKUNI PHALA CSB,SH,SH,HIV
SH MAIZE MEAL,SH,SH,HIV
SH MAIZE MEAL STOCKOUT WITHIN THE MONTH,SH,SH,HIV
SHN AVAILABILITY OF SHN ACTIVITIES IN DIP,SHN,SHN,HIV
SHN AVAILABILTY OF POLICY PROTOCOLS & GUIDELINE,SHN,SHN,HIV
SHN FREQUENCY OF DRUG SUPPLY IN THE SCHOOL,SHN,SHN,HIV
SHN NO OF CHILDREN DEWORMED,SHN,SHN,HIV
SHN NO OF CHILDREN PHYSICALLY EXAMINED THIS MONTH,SHN,SHN,HIV
SHN NO OF CHILDREN REFERRED FOR FURTHER SERVICES,SHN,SHN,HIV
SHN NO OF CHILDREN REFERRED FOR IMMUNIZATION,SHN,SHN,HIV
SHN NO OF COMMUNITIES WITH ACTIVE COMMUNITY PARTICIPATION IN SHN ACTIVITIES,SHN,SHN,HIV
SHN NO OF HE SESSION CONDUCTED ON TOPICS RELATED HEALTH & NUTRITION,SHN,SHN,HIV
SHN NO OF IN SERVICE EDUCATION SESSIONS CONDUCTED FOR HEALTH WORKERS,SHN,SHN,HIV
SHN NO OF IN SERVICE EDUCATION SESSIONS CONDUCTED FOR TEACHERS,SHN,SHN,HIV
SHN NO OF MEETINGS CONDUCTED TO REVIEW PROGRESS OF SHN INTERVENTIONS AT DISTRICT & SCHOOL LEVEL,SHN,SHN,HIV
SHN NO OF NURSES PROVIDING SHN SERVICES,SHN,SHN,HIV
SHN NO OF PROVIDERS WITH A RELIABLE MEANS OF TRANSPORT,SHN,SHN,HIV
SHN NO OF PUPILS COUNSELLED,SHN,SHN,HIV
"SHN NO OF PUPILS RECEIVED MICRONUTRIENT SUPPLEMENTATION  FS VIT A ",SHN,SHN,HIV
SHN NO OF PUPILS TREATED FOR COMMON INJURIES AT SCHOOL,SHN,SHN,HIV
SHN NO OF PUPILS TREATED FOR MINOR AILMENTS,SHN,SHN,HIV
SHN NO OF PUPILS WHO HAD BREAKFAST BEFORE GOING TO SCHOOLS,SHN,SHN,HIV
SHN NO OF PUPILS WITH SCHOOL MEALS,SHN,SHN,HIV
SHN NO OF RESEARCH SURVEYS CONDUCTED,SHN,SHN,HIV
SHN NO OF SCHOOLS IN THE DISTRICT NURSERY,SHN,SHN,HIV
SHN NO OF SCHOOLS IN THE DISTRICT PRESCHOOL,SHN,SHN,HIV
SHN NO OF SCHOOLS IN THE DISTRICT PRIMARY,SHN,SHN,HIV
SHN NO OF SCHOOLS IN THE DISTRICT SECONDARY,SHN,SHN,HIV
SHN NO OF SCHOOLS PROVIDING SHN SERVICES,SHN,SHN,HIV
SHN NO OF SCHOOLS REPORTING IN TIME,SHN,SHN,HIV
SHN NO OF SCHOOLS SUPERVISED BY THE DISTRICT TEAMS IN THIS MONTH,SHN,SHN,HIV
SHN NO OF SCHOOLS WITH FUNCTIONAL FIRST AID KIT,SHN,SHN,HIV
SHN NO OF SCHOOLS WITH FUNCTIONAL SHN COMMITTES,SHN,SHN,HIV
SHN NO OF SCHOOLS WITH HAND WASHING FACILITIES,SHN,SHN,HIV
SHN NO OF SCHOOLS WITH PROPER TOILETS,SHN,SHN,HIV
SHN NO OF SCHOOLS WITH SAFE GROUNDS & BUILDINGS,SHN,SHN,HIV
SHN NO OF SCHOOLS WITH SAFE WATER SUPPLIES,SHN,SHN,HIV
SHN NO OF SCHOOLS WITH SCHOOL GARDENS,SHN,SHN,HIV
SHN NOOF SCHOOLS WITH TEACHERS TRAINED IN SHN SERVICES,SHN,SHN,HIV
SHN NOOF SCHOOLS WITH TRAINED FIRST AIDERS,SHN,SHN,HIV
SHN NO OF SCHOOL WITH PROPERLY DOCUMENTED DATA,SHN,SHN,HIV
SH NO OF CARE TAKERS OF TFC,SH,SH,HIV
SH NO OF CHILDREN NRU,SH,SH,HIV
SH NO OF CHILDREN OTP,SH,SH,HIV
SH NO OF CHILDREN SFP,SH,SH,HIV
SH NO OF OUTREACH CLINICS,SH,SH,HIV
SH NO OF PREGNANT LACTATING WOMEN,SH,SH,HIV
SH OIL,SH,SH,HIV
SH OIL STOCKOUT WITHIN THE MONTH,SH,SH,HIV
SH OTHER,SH,SH,HIV
SH PREPARED BY,SH,SH,HIV
SH PULSES,SH,SH,HIV
SH PULSES STOCK OUT WITHIN THE MONTH,SH,SH,HIV
SH REASONS FOR LOSS,SH,SH,HIV
SH RESOMAL,SH,SH,HIV
SH RESOMAL STOCKOUT WITHIN THE MONTH,SH,SH,HIV
SH RICE,SH,SH,HIV
SH RICE STOCKOUT WITHIN THE MONTH,SH,SH,HIV
SH RUTF PLUMPY NUT,SH,SH,HIV
SH RUTF PLUMPY STOCK OUT WITHIN THE MONTH,SH,SH,HIV
SH SUGAR,SH,SH,HIV
SH SUGAR STOCK OUT WITHIN THE MONTH,SH,SH,HIV
SK ACNE VULGARIS,SK,SK,NULL
SK ACTINIC SOLAR KERATOSIS,SK,SK,NULL
SK ALBINISM,SK,SK,NULL
SK ATOPIC DEMATITIS,SK,SK,NULL
SK BASAL CELL CARINOMA,SK,SK,NULL
SK CHICKEN POX,SK,SK,NULL
SK CONTACT DERMATITIS,SK,SK,NULL
SK ECTHYMA,SK,SK,NULL
SK ERYTHEMA MULTFOME,SK,SK,NULL
SK FIXED DRUG ERRUPTION,SK,SK,NULL
SK HERPES SIMPLEX,SK,SK,NULL
SK HERPES ZOOSTER,SK,SK,NULL
SK IMPETIGO,SK,SK,NULL
SK INSECT BITES,SK,SK,NULL
SK KARPOSIS SARCOMA,SK,SK,NULL
SK KERATO ACANTHOMA,SK,SK,NULL
SK LEPROSY,SK,SK,NULL
SK LICHEN PLANUS,SK,SK,NULL
SK LICHEN SIMPLEX,SK,SK,NULL
SK MILIARIA,SK,SK,NULL
SK MOLLUSCUM CONTAGIOSUM,SK,SK,NULL
SK NEURO DERMATITIS,SK,SK,NULL
SK NUMBER OF CASES ADMITTED,SK,SK,NULL
SK NUMBER OF CASES ADMITTED AGE,SK,SK,NULL
SK NUMBER OF CASES DISCHARGED,SK,SK,NULL
SK NUMBER OF CASES DISCHARGED AGE,SK,SK,NULL
SK NUMBER OF OPD CASES SEEN,SK,SK,NULL
SK NUMBER OF OPD CASES SEEN AGE,SK,SK,NULL
SK OTHER,SK,SK,NULL
SK OTHER BACTERIAL INFECTION,SK,SK,NULL
SK OTHER FUNGUS,SK,SK,NULL
SK OTHER PHOTODERMATOSES,SK,SK,NULL
SK OTHER STDS,SK,SK,NULL
SK OTHER TYPES OF ECZEMA,SK,SK,NULL
SK OTHER VIRAL INFECTIONS,SK,SK,NULL
SK PHOTOSENSITIVE ECZEMA,SK,SK,NULL
SK PITYRIASIS ROSEA,SK,SK,NULL
SK PRURIGO PRURITIS,SK,SK,NULL
SK PSORIASIS,SK,SK,NULL
SK PYTYRIASIS VERSICOLOR,SK,SK,NULL
SK SCABIES,SK,SK,NULL
SK SEBORRHOEIC DERMATITIS,SK,SK,NULL
SK SQUAMOUS CELL CARCINOMA,SK,SK,NULL
SK STEVEN JOHNSTON SYNDROME,SK,SK,NULL
SK SUNBURN,SK,SK,NULL
SK SYPHILIS,SK,SK,NULL
SK TINEA CAPITIS,SK,SK,NULL
SK TINEA CORPORIS,SK,SK,NULL
SK TINEA PEDIS,SK,SK,NULL
SK TOXIC EPIDERMAL NECROLYSIS,SK,SK,NULL
SK URTICARIA,SK,SK,NULL
SK VIITILIGO,SK,SK,NULL
SK WARTS,SK,SK,NULL
SS DELIVERIES RECEIVED IN MONTH DSM,SS,SS,HIV
SS DELIVERIES RECEIVED IN MONTH F100,SS,SS,HIV
SS DELIVERIES RECEIVED IN MONTH F75,SS,SS,HIV
SS DELIVERIES RECEIVED IN MONTH LIKUNI PHALA,SS,SS,HIV
SS DELIVERIES RECEIVED IN MONTH MAIZE MEAL,SS,SS,HIV
SS DELIVERIES RECEIVED IN MONTH OIL,SS,SS,HIV
SS DELIVERIES RECEIVED IN MONTH PLUMPYNUT,SS,SS,HIV
SS DELIVERIES RECEIVED IN MONTH PULSES,SS,SS,HIV
SS DELIVERIES RECEIVED IN MONTH RUTF,SS,SS,HIV
SS DELIVERIES RECEIVED IN MONTH SUGAR,SS,SS,HIV
SS NUMBER OF CHILDREN OF THERAPEUTIC FEEDING CHILDREN FEMALE,SS,SS,HIV
SS NUMBER OF CHILDREN OF THERAPEUTIC FEEDING CHILDREN MALE,SS,SS,HIV
SS QUANTITY FOR COOKING DEMONSTRATIONS DSM,SS,SS,HIV
SS QUANTITY FOR COOKING DEMONSTRATIONS F100,SS,SS,HIV
SS QUANTITY FOR COOKING DEMONSTRATIONS F75,SS,SS,HIV
SS QUANTITY FOR COOKING DEMONSTRATIONS LIKUNI PHALA,SS,SS,HIV
SS QUANTITY FOR COOKING DEMONSTRATIONS MAIZE MEAL,SS,SS,HIV
SS QUANTITY FOR COOKING DEMONSTRATIONS OIL,SS,SS,HIV
SS QUANTITY FOR COOKING DEMONSTRATIONS PLUMPYNUT,SS,SS,HIV
SS QUANTITY FOR COOKING DEMONSTRATIONS PULSES,SS,SS,HIV
SS QUANTITY FOR COOKING DEMONSTRATIONS RUTF,SS,SS,HIV
SS QUANTITY FOR COOKING DEMONSTRATIONS SUGAR,SS,SS,HIV
SS QUANTITY LOST DSM,SS,SS,HIV
SS QUANTITY LOST F100,SS,SS,HIV
SS QUANTITY LOST F75,SS,SS,HIV
SS QUANTITY LOST LIKUNI PHALA,SS,SS,HIV
SS QUANTITY LOST MAIZE MEAL,SS,SS,HIV
SS QUANTITY LOST OIL,SS,SS,HIV
SS QUANTITY LOST PLUMPYNUT,SS,SS,HIV
SS QUANTITY LOST PULSES,SS,SS,HIV
SS QUANTITY LOST RUFT,SS,SS,HIV
SS QUANTITY LOST SUGAR,SS,SS,HIV
SS REQUEST FOR THE FOLLOWING MONTH DSM,SS,SS,HIV
SS REQUEST FOR THE FOLLOWING MONTH F100,SS,SS,HIV
SS REQUEST FOR THE FOLLOWING MONTH F75,SS,SS,HIV
SS REQUEST FOR THE FOLLOWING MONTH LIKUNI PHALA,SS,SS,HIV
SS REQUEST FOR THE FOLLOWING MONTH MAIZE MEAL,SS,SS,HIV
SS REQUEST FOR THE FOLLOWING MONTH OIL,SS,SS,HIV
SS REQUEST FOR THE FOLLOWING MONTH PLUMPYNUT,SS,SS,HIV
SS REQUEST FOR THE FOLLOWING MONTH PULSES,SS,SS,HIV
SS REQUEST FOR THE FOLLOWING MONTH RUTF,SS,SS,HIV
SS REQUEST FOR THE FOLLOWING MONTH SUGAR,SS,SS,HIV
SS STOCK ON FIRST DAY OF MONTH DSM,SS,SS,HIV
SS STOCK ON FIRST DAY OF MONTH F100,SS,SS,HIV
SS STOCK ON FIRST DAY OF MONTH F75,SS,SS,HIV
SS STOCK ON FIRST DAY OF MONTH LIKUNI PHALA,SS,SS,HIV
SS STOCK ON FIRST DAY OF MONTH MAIZE MEAL,SS,SS,HIV
SS STOCK ON FIRST DAY OF MONTH OIL,SS,SS,HIV
SS STOCK ON FIRST DAY OF MONTH PLUMPYNUT,SS,SS,HIV
SS STOCK ON FIRST DAY OF MONTH PULSES,SS,SS,HIV
SS STOCK ON FIRST DAY OF MONTH RUTF,SS,SS,HIV
SS STOCK ON FIRST DAY OF MONTH SUGAR,SS,SS,HIV
SS STOCK ON LAST DAY OF THE MONTH DSM,SS,SS,HIV
SS STOCK ON LAST DAY OF THE MONTH F100,SS,SS,HIV
SS STOCK ON LAST DAY OF THE MONTH F75,SS,SS,HIV
SS STOCK ON LAST DAY OF THE MONTH LIKUNI PHALA,SS,SS,HIV
SS STOCK ON LAST DAY OF THE MONTH MAIZE MEAL,SS,SS,HIV
SS STOCK ON LAST DAY OF THE MONTH OIL,SS,SS,HIV
SS STOCK ON LAST DAY OF THE MONTH PLUMPYNUT,SS,SS,HIV
SS STOCK ON LAST DAY OF THE MONTH PULSES,SS,SS,HIV
SS STOCK ON LAST DAY OF THE MONTH RUTF,SS,SS,HIV
SS STOCK ON LAST DAY OF THE MONTH SUGAR,SS,SS,HIV
STI 0 19 YEARS,STI,STI,HIV
STI 20 24 YEARS,STI,STI,HIV
STI 25 YEARS OR OLDER,STI,STI,HIV
STI AVD DIAGNOSIS HIGH RISK,STI,STI,HIV
STI AVD DIAGNOSIS LOW RISK,STI,STI,HIV
STI BA DIAGNOSIS,STI,STI,HIV
STI BENZATHINE PENICILLIN,STI,STI,HIV
STI BU DIAGNOSIS,STI,STI,HIV
STI CLIENT TYPE INDEX CASES,STI,STI,HIV
STI CLIENT TYPE PARTNERS ASYMPTOMATIC,STI,STI,HIV
STI CLIENT TYPE PARTNERS SYMPTOMATIC,STI,STI,HIV
STI DOXYCYCLIN,STI,STI,HIV
STI GENTAMYCIN,STI,STI,HIV
STI GENTIAL WARTS DIAGNOSIS,STI,STI,HIV
STI GUD DIAGNOSIS,STI,STI,HIV
STI HIV TEST NEW NEGATIVE,STI,STI,HIV
STI HIV TEST NEW POSITIVE,STI,STI,HIV
STI HIV TEST NOT DONE,STI,STI,HIV
STI HIV TEST PREVIOUS POSITIVE NOT ON ART,STI,STI,HIV
STI HIV TEST PREVIOUS POSITIVE ON ART,STI,STI,HIV
STI LAP DIAGNOSIS,STI,STI,HIV
STI METRONIDAZOLE,STI,STI,HIV
STI NC DIAGNOSIS,STI,STI,HIV
STI OTHER DIAGNOSIS,STI,STI,HIV
STI PARTNER SLIPS GIVEN,STI,STI,HIV
"STI REFERRED FOR ART  FOR ASSESSMENT ",STI,STI,HIV
STI REFERRED FOR GYNAE REVIEW SERVICES,STI,STI,HIV
STI REFERRED FOR LAB SERVICES,STI,STI,HIV
STI REFERRED FOR OTHER SERVICES,STI,STI,HIV
STI REFERRED FOR PMTCT SERVICES,STI,STI,HIV
STI REFERRED FOR REPEAT HTC SERVICES,STI,STI,HIV
STI REFERRED FOR SURGICAL REVIEW SERVICES,STI,STI,HIV
STI SS DIAGNOSIS,STI,STI,HIV
STI SYPHILIS PRP VDRL DIAGNOSIS,STI,STI,HIV
STI TESTED MALES,STI,STI,HIV
STI TESTED NON PREGNANT FEMALES,STI,STI,HIV
STI TESTED PREGNANT FEMALES,STI,STI,HIV
STI TREATMENT NEVER,STI,STI,HIV
STI TREATMENT OLD > 3 MONTHS AGO,STI,STI,HIV
STI TREATMENT RECENT <= 3 MONTHS,STI,STI,HIV
STI UD DIAGNOSIS,STI,STI,HIV
SURGEON,SURGEON,NULL,NULL
TBCF EPTB 0 4 F,TBCF,TB,HIV
TBCF EPTB 0 4 M,TBCF,TB,HIV
TBCF EPTB 15 24 F,TBCF,TB,HIV
TBCF EPTB 15 24 M,TBCF,TB,HIV
TBCF EPTB 25 34 F,TBCF,TB,HIV
TBCF EPTB 25 34 M,TBCF,TB,HIV
TBCF EPTB 35 44 F,TBCF,TB,HIV
TBCF EPTB 35 44 M,TBCF,TB,HIV
TBCF EPTB 45 54 F,TBCF,TB,HIV
TBCF EPTB 45 54 M,TBCF,TB,HIV
TBCF EPTB 5 14 F,TBCF,TB,HIV
TBCF EPTB 5 14 M,TBCF,TB,HIV
TBCF EPTB 55 64 F,TBCF,TB,HIV
TBCF EPTB 55 64 M,TBCF,TB,HIV
TBCF EPTB 65+ F,TBCF,TB,HIV
TBCF EPTB 65+ M,TBCF,TB,HIV
TBCF NEW PUL MTB + XPERT  0 4 F,TBCF,TB,HIV
TBCF NEW PUL MTB + XPERT  0 4 M,TBCF,TB,HIV
TBCF NEW PUL MTB + XPERT  15 24 F,TBCF,TB,HIV
TBCF NEW PUL MTB + XPERT  15 24 M,TBCF,TB,HIV
TBCF NEW PUL MTB + XPERT  25 34 F,TBCF,TB,HIV
TBCF NEW PUL MTB + XPERT  25 34 M,TBCF,TB,HIV
TBCF NEW PUL MTB + XPERT  35 44 F,TBCF,TB,HIV
TBCF NEW PUL MTB + XPERT  35 44 M,TBCF,TB,HIV
TBCF NEW PUL MTB + XPERT  45 54 F,TBCF,TB,HIV
TBCF NEW PUL MTB + XPERT  45 54 M,TBCF,TB,HIV
TBCF NEW PUL MTB + XPERT  5 14 F,TBCF,TB,HIV
TBCF NEW PUL MTB + XPERT  5 14 M,TBCF,TB,HIV
TBCF NEW PUL MTB + XPERT  55 64 F,TBCF,TB,HIV
TBCF NEW PUL MTB + XPERT  55 64 M,TBCF,TB,HIV
TBCF NEW PUL MTB + XPERT  65+ F,TBCF,TB,HIV
TBCF NEW PUL MTB + XPERT  65+ M,TBCF,TB,HIV
TBCF OTHER 0 4 F,TBCF,TB,HIV
TBCF OTHER 0 4 M,TBCF,TB,HIV
TBCF OTHER 15 24 F,TBCF,TB,HIV
TBCF OTHER 15 24 M,TBCF,TB,HIV
TBCF OTHER 25 34 F,TBCF,TB,HIV
TBCF OTHER 25 34 M,TBCF,TB,HIV
TBCF OTHER 35 44 F,TBCF,TB,HIV
TBCF OTHER 35 44 M,TBCF,TB,HIV
TBCF OTHER 45 54 F,TBCF,TB,HIV
TBCF OTHER 45 54 M,TBCF,TB,HIV
TBCF OTHER 5 14 F,TBCF,TB,HIV
TBCF OTHER 5 14 M,TBCF,TB,HIV
TBCF OTHER 55 64 F,TBCF,TB,HIV
TBCF OTHER 55 64 M,TBCF,TB,HIV
TBCF OTHER 65+ F,TBCF,TB,HIV
TBCF OTHER 65+ M,TBCF,TB,HIV
TBCF SMEAR NEGATIVE PULMONARY 0 4 F,TBCF,TB,HIV
TBCF SMEAR NEGATIVE PULMONARY 0 4 M,TBCF,TB,HIV
TBCF SMEAR NEGATIVE PULMONARY 15 24 F,TBCF,TB,HIV
TBCF SMEAR NEGATIVE PULMONARY 15 24 M,TBCF,TB,HIV
TBCF SMEAR NEGATIVE PULMONARY 25 34 F,TBCF,TB,HIV
TBCF SMEAR NEGATIVE PULMONARY 25 34 M,TBCF,TB,HIV
TBCF SMEAR NEGATIVE PULMONARY 35 44 F,TBCF,TB,HIV
TBCF SMEAR NEGATIVE PULMONARY 35 44 M,TBCF,TB,HIV
TBCF SMEAR NEGATIVE PULMONARY 45 54 F,TBCF,TB,HIV
TBCF SMEAR NEGATIVE PULMONARY 45 54 M,TBCF,TB,HIV
TBCF SMEAR NEGATIVE PULMONARY 5 14 F,TBCF,TB,HIV
TBCF SMEAR NEGATIVE PULMONARY 5 14 M,TBCF,TB,HIV
TBCF SMEAR NEGATIVE PULMONARY 55 64 F,TBCF,TB,HIV
TBCF SMEAR NEGATIVE PULMONARY 55 64 M,TBCF,TB,HIV
TBCF SMEAR NEGATIVE PULMONARY 65+ F,TBCF,TB,HIV
TBCF SMEAR NEGATIVE PULMONARY 65+ M,TBCF,TB,HIV
TBCF SMEAR POSITIVE PULMONARY NEW CASES 0 4 F,TBCF,TB,HIV
TBCF SMEAR POSITIVE PULMONARY NEW CASES 0 4 M,TBCF,TB,HIV
TBCF SMEAR POSITIVE PULMONARY NEW CASES 15 24 F,TBCF,TB,HIV
TBCF SMEAR POSITIVE PULMONARY NEW CASES 15 24 M,TBCF,TB,HIV
TBCF SMEAR POSITIVE PULMONARY NEW CASES 25 34 F,TBCF,TB,HIV
TBCF SMEAR POSITIVE PULMONARY NEW CASES 25 34 M,TBCF,TB,HIV
TBCF SMEAR POSITIVE PULMONARY NEW CASES 35 44 F,TBCF,TB,HIV
TBCF SMEAR POSITIVE PULMONARY NEW CASES 35 44 M,TBCF,TB,HIV
TBCF SMEAR POSITIVE PULMONARY NEW CASES 45 54 F,TBCF,TB,HIV
TBCF SMEAR POSITIVE PULMONARY NEW CASES 45 54 M,TBCF,TB,HIV
TBCF SMEAR POSITIVE PULMONARY NEW CASES 5 14 F,TBCF,TB,HIV
TBCF SMEAR POSITIVE PULMONARY NEW CASES 5 14 M,TBCF,TB,HIV
TBCF SMEAR POSITIVE PULMONARY NEW CASES 55 64 F,TBCF,TB,HIV
TBCF SMEAR POSITIVE PULMONARY NEW CASES 55 64 M,TBCF,TB,HIV
TBCF SMEAR POSITIVE PULMONARY NEW CASES 65+ F,TBCF,TB,HIV
TBCF SMEAR POSITIVE PULMONARY NEW CASES 65+ M,TBCF,TB,HIV
TBCF SMEAR POSITIVE PULMONARY RELAPSES 0 4 F,TBCF,TB,HIV
TBCF SMEAR POSITIVE PULMONARY RELAPSES 0 4 M,TBCF,TB,HIV
TBCF SMEAR POSITIVE PULMONARY RELAPSES 15 24 F,TBCF,TB,HIV
TBCF SMEAR POSITIVE PULMONARY RELAPSES 15 24 M,TBCF,TB,HIV
TBCF SMEAR POSITIVE PULMONARY RELAPSES 25 34 F,TBCF,TB,HIV
TBCF SMEAR POSITIVE PULMONARY RELAPSES 25 34 M,TBCF,TB,HIV
TBCF SMEAR POSITIVE PULMONARY RELAPSES 35 44 F,TBCF,TB,HIV
TBCF SMEAR POSITIVE PULMONARY RELAPSES 35 44 M,TBCF,TB,HIV
TBCF SMEAR POSITIVE PULMONARY RELAPSES 45 54 F,TBCF,TB,HIV
TBCF SMEAR POSITIVE PULMONARY RELAPSES 45 54 M,TBCF,TB,HIV
TBCF SMEAR POSITIVE PULMONARY RELAPSES 5 14 F,TBCF,TB,HIV
TBCF SMEAR POSITIVE PULMONARY RELAPSES 5 14 M,TBCF,TB,HIV
TBCF SMEAR POSITIVE PULMONARY RELAPSES 55 64 F,TBCF,TB,HIV
TBCF SMEAR POSITIVE PULMONARY RELAPSES 55 64 M,TBCF,TB,HIV
TBCF SMEAR POSITIVE PULMONARY RELAPSES 65+ F,TBCF,TB,HIV
TBCF SMEAR POSITIVE PULMONARY RELAPSES 65+ M,TBCF,TB,HIV
TBCF TREATMENT AFTER FAILURE 0 4 F,TBCF,TB,HIV
TBCF TREATMENT AFTER FAILURE 0 4 M,TBCF,TB,HIV
TBCF TREATMENT AFTER FAILURE 15 24 F,TBCF,TB,HIV
TBCF TREATMENT AFTER FAILURE 15 24 M,TBCF,TB,HIV
TBCF TREATMENT AFTER FAILURE 25 34 F,TBCF,TB,HIV
TBCF TREATMENT AFTER FAILURE 25 34 M,TBCF,TB,HIV
TBCF TREATMENT AFTER FAILURE 35 44 F,TBCF,TB,HIV
TBCF TREATMENT AFTER FAILURE 35 44 M,TBCF,TB,HIV
TBCF TREATMENT AFTER FAILURE 45 54 F,TBCF,TB,HIV
TBCF TREATMENT AFTER FAILURE 45 54 M,TBCF,TB,HIV
TBCF TREATMENT AFTER FAILURE 5 14 F,TBCF,TB,HIV
TBCF TREATMENT AFTER FAILURE 5 14 M,TBCF,TB,HIV
TBCF TREATMENT AFTER FAILURE 55 64 F,TBCF,TB,HIV
TBCF TREATMENT AFTER FAILURE 55 64 M,TBCF,TB,HIV
TBCF TREATMENT AFTER FAILURE 65+ F,TBCF,TB,HIV
TBCF TREATMENT AFTER FAILURE 65+ M,TBCF,TB,HIV
TBCF TREATMENT AFTER LOST 0 4 F,TBCF,TB,HIV
TBCF TREATMENT AFTER LOST 0 4 M,TBCF,TB,HIV
TBCF TREATMENT AFTER LOST 15 24 F,TBCF,TB,HIV
TBCF TREATMENT AFTER LOST 15 24 M,TBCF,TB,HIV
TBCF TREATMENT AFTER LOST 25 34 F,TBCF,TB,HIV
TBCF TREATMENT AFTER LOST 25 34 M,TBCF,TB,HIV
TBCF TREATMENT AFTER LOST 35 44 F,TBCF,TB,HIV
TBCF TREATMENT AFTER LOST 35 44 M,TBCF,TB,HIV
