Element Code,System,Label,Element,System Type ,Level ,HIV,Program Area,Kuunika Goal ,Potential Overlap (HIV),Overlap 
1899,HMIS,DHIS,EH FOOD HANDLERS ROUTINE MEDICAL EXAMINATION,Electronic,District,N,NULL,NULL,NULL,NULL
1900,HMIS,DHIS,EH FOOD HANDLERS SATISFYING MEDICAL FITNESS,Electronic,District,N,NULL,NULL,NULL,NULL
1901,HMIS,DHIS,EH FOOD INSPECTED,Electronic,District,N,NULL,NULL,NULL,NULL
1902,HMIS,DHIS,EH FORMAL FOOD ESTABLISHMENTS IN DISTRICT,Electronic,District,N,NULL,NULL,NULL,NULL
1903,HMIS,DHIS,EH FORMAL FOOD ESTABLISHMENTS INSPECTED,Electronic,District,N,NULL,NULL,NULL,NULL
1904,HMIS,DHIS,EH FORMAL FOOD ESTABLISHMENTS SATISFACTORY,Electronic,District,N,NULL,NULL,NULL,NULL
1905,HMIS,DHIS,EH FUNCTIONAL COORDINATION COMMITTEES,Electronic,District,N,NULL,NULL,NULL,NULL
1906,HMIS,DHIS,EH HCWM CHAM FACILITIES,Electronic,District,N,NULL,NULL,NULL,NULL
1907,HMIS,DHIS,EH HCWM CHAM FACILITIES COMPLYING,Electronic,District,N,NULL,NULL,NULL,NULL
1908,HMIS,DHIS,EH HCWM HEALTH FACILITIES,Electronic,District,N,NULL,NULL,NULL,NULL
1909,HMIS,DHIS,EH HCWM HEALTH FACILITIES COMPLYING,Electronic,District,N,NULL,NULL,NULL,NULL
1910,HMIS,DHIS,EH HCWM MOH FACILITIES,Electronic,District,N,NULL,NULL,NULL,NULL
1911,HMIS,DHIS,EH HCWM MOH FACILITIES COMPLYING,Electronic,District,N,NULL,NULL,NULL,NULL
1912,HMIS,DHIS,EH HCWM PRIVATE FACILITIES,Electronic,District,N,NULL,NULL,NULL,NULL
1913,HMIS,DHIS,EH HCWM PRIVATE FACILITIES COMPLYING,Electronic,District,N,NULL,NULL,NULL,NULL
1914,HMIS,DHIS,EH HEALTH AUDIT PROJECTS ASSESSED,Electronic,District,N,NULL,NULL,NULL,NULL
1915,HMIS,DHIS,EH HEALTH AUDIT PROJECTS PASSED,Electronic,District,N,NULL,NULL,NULL,NULL
1916,HMIS,DHIS,EH HEALTH AUDIT PROJECTS UNDERWAY,Electronic,District,N,NULL,NULL,NULL,NULL
1917,HMIS,DHIS,EH HEALTH FACILITIES IN DISTRICT,Electronic,District,N,NULL,NULL,NULL,NULL
1918,HMIS,DHIS,EH HEALTH FACILITIES WITH ADEQUATE SANITORY FACILITIES,Electronic,District,N,NULL,NULL,NULL,NULL
1919,HMIS,DHIS,EH HIA PROJECTS ASSESSED,Electronic,District,N,NULL,NULL,NULL,NULL
1920,HMIS,DHIS,EH HIA PROJECTS PASSED,Electronic,District,N,NULL,NULL,NULL,NULL
1921,HMIS,DHIS,EH HIA PROJECTS PROPOSED,Electronic,District,N,NULL,NULL,NULL,NULL
1922,HMIS,DHIS,EH HIA PROJECTS PROPOSED OR UNDERWAY,Electronic,District,N,NULL,NULL,NULL,NULL
1923,HMIS,DHIS,EH HOUSEHOLD SAMPLES TESTED COLIFORM NEGATIVE,Electronic,District,N,NULL,NULL,NULL,NULL
1924,HMIS,DHIS,EH HOUSEHOLD SAMPLES TESTED FOR COLIFORMS,Electronic,District,N,NULL,NULL,NULL,NULL
1925,HMIS,DHIS,EH HOUSEHOLD SAMPLES WITH RESIDUAL CHLORINE,Electronic,District,N,NULL,NULL,NULL,NULL
1926,HMIS,DHIS,EH HOUSEHOLDS IN DISTRICT,Electronic,District,N,NULL,NULL,NULL,NULL
1927,HMIS,DHIS,EH HOUSEHOLDS OWNING AND USING IMPROVED SANITORY FACILITIES,Electronic,District,N,NULL,NULL,NULL,NULL
1928,HMIS,DHIS,EH HOUSEHOLDS SAMPLED,Electronic,District,N,NULL,NULL,NULL,NULL
1929,HMIS,DHIS,EH HOUSEHOLDS WITH FUNCTIONING HANDWASHING FACILITIES WITH SOAP,Electronic,District,N,NULL,NULL,NULL,NULL
1930,HMIS,DHIS,EH KIOSKS IN DISTRICT,Electronic,District,N,NULL,NULL,NULL,NULL
1931,HMIS,DHIS,EH KIOSKS SHOWED PRESENCE OF CHLORINE,Electronic,District,N,NULL,NULL,NULL,NULL
1932,HMIS,DHIS,EH KIOSKS TESTED FOR FAECO CONTAMINATION,Electronic,District,N,NULL,NULL,NULL,NULL
1933,HMIS,DHIS,EH KIOSKS TESTED FOR RESIDIAL FREE CHLORINE,Electronic,District,N,NULL,NULL,NULL,NULL
1934,HMIS,DHIS,EH KIOSKS TESTED NEGATIVE,Electronic,District,N,NULL,NULL,NULL,NULL
1935,HMIS,DHIS,EH MARKETS IN DISTRICT,Electronic,District,N,NULL,NULL,NULL,NULL
1936,HMIS,DHIS,EH MARKETS WITH SANITORY FACILITIES,Electronic,District,N,NULL,NULL,NULL,NULL
1937,HMIS,DHIS,EH NEW SETTLEMENTS,Electronic,District,N,NULL,NULL,NULL,NULL
1938,HMIS,DHIS,EH NEW SETTLEMENTS ASSESSED,Electronic,District,N,NULL,NULL,NULL,NULL
1939,HMIS,DHIS,EH NEW SETTLEMENTS COMPLYING H&S GUIDELINES,Electronic,District,N,NULL,NULL,NULL,NULL
1940,HMIS,DHIS,EH ODF VILLAGES DIVERSIFYING SANITORY TECHNOLOGY,Electronic,District,N,NULL,NULL,NULL,NULL
1941,HMIS,DHIS,EH OUTBREAKS OCCURRED,Electronic,District,N,NULL,NULL,NULL,NULL
1942,HMIS,DHIS,EH OUTBREAKS RESPONDED TIMELY AND PROMPTLY,Electronic,District,N,NULL,NULL,NULL,NULL
1943,HMIS,DHIS,EH PORTS IMPLEMENTING ALL CORE CAPACITIES,Electronic,District,N,NULL,NULL,NULL,NULL
1944,HMIS,DHIS,EH PORTS IN DISTRICT,Electronic,District,N,NULL,NULL,NULL,NULL
1945,HMIS,DHIS,EH PROPER WASTED MANAGEMENT INDUSTRIES,Electronic,District,N,NULL,NULL,NULL,NULL
1946,HMIS,DHIS,EH PROTECTED SHALLOW WELLS,Electronic,District,N,NULL,NULL,NULL,NULL
1947,HMIS,DHIS,EH PROTECTED SHALLOW WELLS TESTED,Electronic,District,N,NULL,NULL,NULL,NULL
1948,HMIS,DHIS,EH PROTECTED SHALLOW WELLS TESTED NEGATIVE,Electronic,District,N,NULL,NULL,NULL,NULL
1949,HMIS,DHIS,EH PROTECTED SPRINGS,Electronic,District,N,NULL,NULL,NULL,NULL
1950,HMIS,DHIS,EH PROTECTED SPRINGS TESTED,Electronic,District,N,NULL,NULL,NULL,NULL
1951,HMIS,DHIS,EH PROTECTED SPRINGS TESTED NEGATIVE,Electronic,District,N,NULL,NULL,NULL,NULL
1952,HMIS,DHIS,EH SATISFACTORY WORKPLACES,Electronic,District,N,NULL,NULL,NULL,NULL
1953,HMIS,DHIS,EH VILLAGES DECLARED FOR ODF,Electronic,District,N,NULL,NULL,NULL,NULL
1954,HMIS,DHIS,EH VILLAGES IMPLEMENTING SUSTAINABLE VECTOR CONTROL INTERVENTIONS,Electronic,District,N,NULL,NULL,NULL,NULL
1955,HMIS,DHIS,EH VILLAGES IN DISTRICT,Electronic,District,N,NULL,NULL,NULL,NULL
1956,HMIS,DHIS,EH VILLAGES LOST ODF STATUS,Electronic,District,N,NULL,NULL,NULL,NULL
1957,HMIS,DHIS,EH VILLAGES TRIGGERED FOR LATRINE CONSTRUCTION,Electronic,District,N,NULL,NULL,NULL,NULL
1958,HMIS,DHIS,EH WASTE MANAGEMENT IMPROVED INDUSTRIES,Electronic,District,N,NULL,NULL,NULL,NULL
1959,HMIS,DHIS,EH WASTED MANAGEMENT INDUSTRIES INSPECTED,Electronic,District,N,NULL,NULL,NULL,NULL
1960,HMIS,DHIS,EH WORKPLACES IN DISTRICT,Electronic,District,N,NULL,NULL,NULL,NULL
1961,HMIS,DHIS,EH WORKPLACES INSPECTED,Electronic,District,N,NULL,NULL,NULL,NULL
1962,HMIS,DHIS,EH ZOONOTIC CASE FATALITY RATE,Electronic,District,N,NULL,NULL,NULL,NULL
1963,HMIS,DHIS,EH ZOONOTIC CASES,Electronic,District,N,NULL,NULL,NULL,NULL
1964,HMIS,DHIS,EH ZOONOTIC DEATHS,Electronic,District,N,NULL,NULL,NULL,NULL
1965,HMIS,DHIS,EH ZOONOTIC INCIDENCE,Electronic,District,N,NULL,NULL,NULL,NULL
1966,HMIS,DHIS,EHS  WASHE ,Electronic,District,N,NULL,NULL,NULL,NULL
1967,HMIS,DHIS,ENROLLED MIDWIFE IN POST,Electronic,District,N,NULL,NULL,NULL,NULL
1968,HMIS,DHIS,ENVIRONMENTAL HEALTH OFFICERS IN POST,Electronic,District,N,NULL,NULL,NULL,NULL
1969,HMIS,DHIS,EPI 12 59 MONTHS MONTHLY TARGET OUTREACH,Electronic,District,N,NULL,NULL,NULL,NULL
1970,HMIS,DHIS,EPI 12 59 MONTHS MONTHLY TARGET STATIC,Electronic,District,N,NULL,NULL,NULL,NULL
1971,HMIS,DHIS,EPI 12 59 MONTHS NUMBER OF SUPPLEMENTED OUTREACH,Electronic,District,N,NULL,NULL,NULL,NULL
1972,HMIS,DHIS,EPI 12 59 MONTHS NUMBER OF SUPPLEMENTED STATIC,Electronic,District,N,NULL,NULL,NULL,NULL
1973,HMIS,DHIS,EPI 6 11 MONTHS MONTHLY TARGET OUTREACH,Electronic,District,N,NULL,NULL,NULL,NULL
1974,HMIS,DHIS,EPI 6 11 MONTHS MONTHLY TARGET STATIC,Electronic,District,N,NULL,NULL,NULL,NULL
1975,HMIS,DHIS,EPI 6 11 MONTHS NUMBER OF SUPPLEMENTED OUTREACH,Electronic,District,N,NULL,NULL,NULL,NULL
1976,HMIS,DHIS,EPI 6 11 MONTHS NUMBER OF SUPPLEMENTED STATIC,Electronic,District,N,NULL,NULL,NULL,NULL
1977,HMIS,DHIS,EPI ACUTE FLACCID PARALYSIS  AFP  NUMBER OF CASES,Electronic,District,N,NULL,NULL,NULL,NULL
1978,HMIS,DHIS,EPI ACUTE FLACCID PARALYSIS  AFP  NUMBER OF CASES INVESTIGATED,Electronic,District,N,NULL,NULL,NULL,NULL
1979,HMIS,DHIS,EPI AGE OVER 1 FULLY IMMUNIZED CHILDREN O REACH,Electronic,District,N,NULL,NULL,NULL,NULL
1980,HMIS,DHIS,EPI AGE OVER 1 FULLY IMMUNIZED CHILDREN STATIC,Electronic,District,N,NULL,NULL,NULL,NULL
1981,HMIS,DHIS,EPI AGE OVER 1 MEASLES O REACH,Electronic,District,N,NULL,NULL,NULL,NULL
1982,HMIS,DHIS,EPI AGE OVER 1 MEASLES STATIC,Electronic,District,N,NULL,NULL,NULL,NULL
1983,HMIS,DHIS,EPI AGE OVER 1 MONTHLY TARGET BCG OPV,Electronic,District,N,NULL,NULL,NULL,NULL
1984,HMIS,DHIS,EPI AGE OVER 1 MONTHLY TARGET DPT HEPB HIB1 DPT HEPB HIB2 DPT HEPB HIB3,Electronic,District,N,NULL,NULL,NULL,NULL
1985,HMIS,DHIS,EPI AGE OVER 1 MONTHLY TARGET FULLY IMMUNIZED CHILDREN,Electronic,District,N,NULL,NULL,NULL,NULL
1986,HMIS,DHIS,EPI AGE OVER 1 MONTHLY TARGET MEASLES,Electronic,District,N,NULL,NULL,NULL,NULL
1987,HMIS,DHIS,EPI AGE OVER 1 MONTHLY TARGET OPV1 OPV2 OPV3,Electronic,District,N,NULL,NULL,NULL,NULL
1988,HMIS,DHIS,EPI AGE OVER 1 MONTHLY TARGET PCV1 PCV2 PCV3,Electronic,District,N,NULL,NULL,NULL,NULL
1989,HMIS,DHIS,EPI AGE OVER 1 MONTHLY TARGET PROTECTION AT BIRTH,Electronic,District,N,NULL,NULL,NULL,NULL
1990,HMIS,DHIS,EPI AGE OVER 1 MONTHLY TARGET ROTA,Electronic,District,N,NULL,NULL,NULL,NULL
1991,HMIS,DHIS,EPI AGE OVER 1 PCV1 OUTREACH,Electronic,District,N,NULL,NULL,NULL,NULL
1992,HMIS,DHIS,EPI AGE OVER 1 PCV2 O REACH,Electronic,District,N,NULL,NULL,NULL,NULL
1993,HMIS,DHIS,EPI AGE OVER 1 PCV2 STATIC,Electronic,District,N,NULL,NULL,NULL,NULL
1994,HMIS,DHIS,EPI AGE OVER 1 PCV3 O REACH,Electronic,District,N,NULL,NULL,NULL,NULL
1995,HMIS,DHIS,EPI AGE OVER 1 PCV3 STATIC,Electronic,District,N,NULL,NULL,NULL,NULL
1996,HMIS,DHIS,EPI AGE OVER PCV1 STATIC,Electronic,District,N,NULL,NULL,NULL,NULL
1997,HMIS,DHIS,EPI AGE OVER1 PROTECTION AT BIRTH O REACH,Electronic,District,N,NULL,NULL,NULL,NULL
1998,HMIS,DHIS,EPI AGE OVER1 PROTECTION AT BIRTH STATIC,Electronic,District,N,NULL,NULL,NULL,NULL
1999,HMIS,DHIS,EPI AGE OVER1 ROTA1 O REACH,Electronic,District,N,NULL,NULL,NULL,NULL
2000,HMIS,DHIS,EPI AGE OVER1 ROTA1 STATIC,Electronic,District,N,NULL,NULL,NULL,NULL
2001,HMIS,DHIS,EPI AGE OVER1 ROTA2 O REACH,Electronic,District,N,NULL,NULL,NULL,NULL
2002,HMIS,DHIS,EPI AGE OVER1 ROTA2 STATIC,Electronic,District,N,NULL,NULL,NULL,NULL
2003,HMIS,DHIS,EPI AGE UNDER 1 FULLY IMMUNIZED CHILDREN O REACH,Electronic,District,N,NULL,NULL,NULL,NULL
2004,HMIS,DHIS,EPI AGE UNDER 1 FULLY IMMUNIZED CHILDREN STATIC,Electronic,District,N,NULL,NULL,NULL,NULL
2005,HMIS,DHIS,EPI AGE UNDER 1 MEASLES O REACH,Electronic,District,N,NULL,NULL,NULL,NULL
2006,HMIS,DHIS,EPI AGE UNDER 1 MEASLES STATIC,Electronic,District,N,NULL,NULL,NULL,NULL
2007,HMIS,DHIS,EPI AGE UNDER 1 MONTHLY TARGET BCG OPV,Electronic,District,N,NULL,NULL,NULL,NULL
2008,HMIS,DHIS,EPI AGE UNDER 1 MONTHLY TARGET DPT HEPB HIB1 DPT HEPB HIB2 DPT HEPB HIB3,Electronic,District,N,NULL,NULL,NULL,NULL
2009,HMIS,DHIS,EPI AGE UNDER 1 MONTHLY TARGET FULLY IMMUNIZED CHILDREN,Electronic,District,N,NULL,NULL,NULL,NULL
2010,HMIS,DHIS,EPI AGE UNDER 1 MONTHLY TARGET MEASLES,Electronic,District,N,NULL,NULL,NULL,NULL
2011,HMIS,DHIS,EPI AGE UNDER 1 MONTHLY TARGET OPV1 OPV2 OPV3,Electronic,District,N,NULL,NULL,NULL,NULL
2012,HMIS,DHIS,EPI AGE UNDER 1 MONTHLY TARGET PCV1 PCV2 PCV3,Electronic,District,N,NULL,NULL,NULL,NULL
2013,HMIS,DHIS,EPI AGE UNDER 1 MONTHLY TARGET PROTECTION AT BIRTH,Electronic,District,N,NULL,NULL,NULL,NULL
2014,HMIS,DHIS,EPI AGE UNDER 1 MONTHLY TARGET ROTA,Electronic,District,N,NULL,NULL,NULL,NULL
2015,HMIS,DHIS,EPI AGE UNDER 1 PCV1 O REACH,Electronic,District,N,NULL,NULL,NULL,NULL
2016,HMIS,DHIS,EPI AGE UNDER 1 PCV1 STATIC,Electronic,District,N,NULL,NULL,NULL,NULL
2017,HMIS,DHIS,EPI AGE UNDER 1 PCV2 O REACH,Electronic,District,N,NULL,NULL,NULL,NULL
2018,HMIS,DHIS,EPI AGE UNDER 1 PCV2 STATIC,Electronic,District,N,NULL,NULL,NULL,NULL
2019,HMIS,DHIS,EPI AGE UNDER 1 PCV3 O REACH,Electronic,District,N,NULL,NULL,NULL,NULL
2437,HMIS,DHIS,FP 30 34 NATURAL METHODS,Electronic,District,Y,FP,3,Y,NULL
2438,HMIS,DHIS,FP 30 34 POST PARTUM,Electronic,District,Y,FP,3,Y,NULL
2439,HMIS,DHIS,FP 30 34 PROGESTRIN ONLY,Electronic,District,Y,FP,3,Y,NULL
2440,HMIS,DHIS,FP 30 34 TUBAL LIGATION,Electronic,District,Y,FP,3,Y,NULL
2441,HMIS,DHIS,FP 30 34 VASECTOMY,Electronic,District,Y,FP,3,Y,NULL
2442,HMIS,DHIS,FP 35 39 CEASARIAN SECTION,Electronic,District,Y,FP,3,Y,NULL
2443,HMIS,DHIS,FP 35 39 COMBINED ORAL,Electronic,District,Y,FP,3,Y,NULL
2444,HMIS,DHIS,FP 35 39 EMERGENCY CONTRACEPTIVES,Electronic,District,Y,FP,3,Y,NULL
2445,HMIS,DHIS,FP 35 39 FEMALE CONDOM,Electronic,District,Y,FP,3,Y,NULL
2446,HMIS,DHIS,FP 35 39 FEMALE CONDOM BACKUP,Electronic,District,Y,FP,3,Y,NULL
2447,HMIS,DHIS,FP 35 39 IMPLANTS  IMPLANON  INSERTION,Electronic,District,Y,FP,3,Y,NULL
2448,HMIS,DHIS,FP 35 39 IMPLANTS  IMPLANON  REMOVAL,Electronic,District,Y,FP,3,Y,NULL
2449,HMIS,DHIS,FP 35 39 IMPLANTS  JADELLE  INSERTION,Electronic,District,Y,FP,3,Y,NULL
2450,HMIS,DHIS,FP 35 39 IMPLANTS  JADELLE  REMOVAL,Electronic,District,Y,FP,3,Y,NULL
2451,HMIS,DHIS,FP 35 39 INJECTABLE DEPOPROVERA,Electronic,District,Y,FP,3,Y,NULL
2452,HMIS,DHIS,FP 35 39 INTERVAL,Electronic,District,Y,FP,3,Y,NULL
2453,HMIS,DHIS,FP 35 39 IUCD INSERTION,Electronic,District,Y,FP,3,Y,NULL
2454,HMIS,DHIS,FP 35 39 IUCD REMOVAL,Electronic,District,Y,FP,3,Y,NULL
2455,HMIS,DHIS,FP 35 39 JADELLE INSERTION,Electronic,District,Y,FP,3,Y,NULL
2456,HMIS,DHIS,FP 35 39 JADELLE REMOVALS,Electronic,District,Y,FP,3,Y,NULL
2457,HMIS,DHIS,FP 35 39 LAM,Electronic,District,Y,FP,3,Y,NULL
2458,HMIS,DHIS,FP 35 39 MALE CONDOM,Electronic,District,Y,FP,3,Y,NULL
2459,HMIS,DHIS,FP 35 39 MALE CONDOM BACK UP,Electronic,District,Y,FP,3,Y,NULL
2460,HMIS,DHIS,FP 35 39 NATURAL METHODS,Electronic,District,Y,FP,3,Y,NULL
2461,HMIS,DHIS,FP 35 39 POST PARTUM,Electronic,District,Y,FP,3,Y,NULL
2462,HMIS,DHIS,FP 35 39 PROGESTRIN ONLY,Electronic,District,Y,FP,3,Y,NULL
2463,HMIS,DHIS,FP 35 39 TUBAL LIGATION,Electronic,District,Y,FP,3,Y,NULL
2464,HMIS,DHIS,FP 35 39 VASECTOMY,Electronic,District,Y,FP,3,Y,NULL
2465,HMIS,DHIS,FP 4 CEASARIAN SECTION,Electronic,District,Y,FP,3,Y,NULL
2466,HMIS,DHIS,FP 4 COMBINED ORAL,Electronic,District,Y,FP,3,Y,NULL
2467,HMIS,DHIS,FP 4 EMERGENCY CONTRACEPTIVES,Electronic,District,Y,FP,3,Y,NULL
2468,HMIS,DHIS,FP 4 FEMALE CONDOM,Electronic,District,Y,FP,3,Y,NULL
2469,HMIS,DHIS,FP 4 FEMALE CONDOM BACK UP,Electronic,District,Y,FP,3,Y,NULL
2470,HMIS,DHIS,FP 4 IMPLANTS  IMPLANON  INSERTION,Electronic,District,Y,FP,3,Y,NULL
2471,HMIS,DHIS,FP 4 IMPLANTS  IMPLANON  REMOVAL,Electronic,District,Y,FP,3,Y,NULL
2472,HMIS,DHIS,FP 4 IMPLANTS  JADELLE  INSERTION,Electronic,District,Y,FP,3,Y,NULL
2473,HMIS,DHIS,FP 4 IMPLANTS  JADELLE  REMOVAL,Electronic,District,Y,FP,3,Y,NULL
2474,HMIS,DHIS,FP 4 INJECTABLE DEPOPROVERA,Electronic,District,Y,FP,3,Y,NULL
2475,HMIS,DHIS,FP 4 INTERVAL,Electronic,District,Y,FP,3,Y,NULL
2476,HMIS,DHIS,FP 4 IUCD,Electronic,District,Y,FP,3,Y,NULL
2477,HMIS,DHIS,FP 4 JADELLE NORPLAT,Electronic,District,Y,FP,3,Y,NULL
2478,HMIS,DHIS,FP 4 LAM,Electronic,District,Y,FP,3,Y,NULL
2479,HMIS,DHIS,FP 4 MALE CONDOM,Electronic,District,Y,FP,3,Y,NULL
2480,HMIS,DHIS,FP 4 MALE CONDOM BACK UP,Electronic,District,Y,FP,3,Y,NULL
2481,HMIS,DHIS,FP 4 NATURAL METHODS,Electronic,District,Y,FP,3,Y,NULL
2482,HMIS,DHIS,FP 4 POST PARTUM,Electronic,District,Y,FP,3,Y,NULL
2483,HMIS,DHIS,FP 4 PROGESTRIN ONLY,Electronic,District,Y,FP,3,Y,NULL
2484,HMIS,DHIS,FP 4 TUBAL LIGATION,Electronic,District,Y,FP,3,Y,NULL
2485,HMIS,DHIS,FP 4 VASECTOMY,Electronic,District,Y,FP,3,Y,NULL
2486,HMIS,DHIS,FP 40 44 CEASARIAN SECTION,Electronic,District,Y,FP,3,Y,NULL
2487,HMIS,DHIS,FP 40 44 COMBINED ORAL,Electronic,District,Y,FP,3,Y,NULL
2488,HMIS,DHIS,FP 40 44 EMERGENCY CONTRACEPTIVES,Electronic,District,Y,FP,3,Y,NULL
2489,HMIS,DHIS,FP 40 44 FEMALE CONDOM,Electronic,District,Y,FP,3,Y,NULL
2490,HMIS,DHIS,FP 40 44 FEMALE CONDOM BACKUP,Electronic,District,Y,FP,3,Y,NULL
2491,HMIS,DHIS,FP 40 44 IMPLANTS  IMPLANON  INSERTION,Electronic,District,Y,FP,3,Y,NULL
2492,HMIS,DHIS,FP 40 44 IMPLANTS  IMPLANON  REMOVAL,Electronic,District,Y,FP,3,Y,NULL
2493,HMIS,DHIS,FP 40 44 IMPLANTS  JADELLE  INSERTION,Electronic,District,Y,FP,3,Y,NULL
2494,HMIS,DHIS,FP 40 44 IMPLANTS  JADELLE  REMOVAL,Electronic,District,Y,FP,3,Y,NULL
2495,HMIS,DHIS,FP 40 44 INJECTABLE DEPOPROVERA,Electronic,District,Y,FP,3,Y,NULL
2496,HMIS,DHIS,FP 40 44 INTERVAL,Electronic,District,Y,FP,3,Y,NULL
2497,HMIS,DHIS,FP 40 44 IUCD INSERTION,Electronic,District,Y,FP,3,Y,NULL
2498,HMIS,DHIS,FP 40 44 IUCD REMOVAL,Electronic,District,Y,FP,3,Y,NULL
2499,HMIS,DHIS,FP 40 44 JADELLE INSERTION,Electronic,District,Y,FP,3,Y,NULL
2500,HMIS,DHIS,FP 40 44 JADELLE REMOVALS,Electronic,District,Y,FP,3,Y,NULL
2501,HMIS,DHIS,FP 40 44 LAM,Electronic,District,Y,FP,3,Y,NULL
2502,HMIS,DHIS,FP 40 44 MALE CONDOM,Electronic,District,Y,FP,3,Y,NULL
2503,HMIS,DHIS,FP 40 44 MALE CONDOM BACK UP,Electronic,District,Y,FP,3,Y,NULL
2504,HMIS,DHIS,FP 40 44 NATURAL METHODS,Electronic,District,Y,FP,3,Y,NULL
2505,HMIS,DHIS,FP 40 44 POST PARTUM,Electronic,District,Y,FP,3,Y,NULL
2506,HMIS,DHIS,FP 40 44 PROGESTRIN ONLY,Electronic,District,Y,FP,3,Y,NULL
2507,HMIS,DHIS,FP 40 44 TUBAL LIGATION,Electronic,District,Y,FP,3,Y,NULL
2508,HMIS,DHIS,FP 40 44 VASECTOMY,Electronic,District,Y,FP,3,Y,NULL
2509,HMIS,DHIS,FP 45 48 CEASARIAN SECTION,Electronic,District,Y,FP,3,Y,NULL
2510,HMIS,DHIS,FP 45 48 COMBINED ORAL,Electronic,District,Y,FP,3,Y,NULL
2511,HMIS,DHIS,FP 45 48 EMERGENCY CONTRACEPTIVES,Electronic,District,Y,FP,3,Y,NULL
2512,HMIS,DHIS,FP 45 48 FEMALE CONDOM,Electronic,District,Y,FP,3,Y,NULL
2513,HMIS,DHIS,FP 45 48 FEMALE CONDOM BACKUP,Electronic,District,Y,FP,3,Y,NULL
2514,HMIS,DHIS,FP 45 48 IMPLANTS  IMPLANON  INSERTION,Electronic,District,Y,FP,3,Y,NULL
2515,HMIS,DHIS,FP 45 48 IMPLANTS  IMPLANON  REMOVAL,Electronic,District,Y,FP,3,Y,NULL
2516,HMIS,DHIS,FP 45 48 IMPLANTS  JADELLE  INSERTION,Electronic,District,Y,FP,3,Y,NULL
2517,HMIS,DHIS,FP 45 48 IMPLANTS  JADELLE  REMOVAL,Electronic,District,Y,FP,3,Y,NULL
2518,HMIS,DHIS,FP 45 48 IMPLANTS  JADELLE NORPLANT  INSERTION,Electronic,District,Y,FP,3,Y,NULL
2519,HMIS,DHIS,FP 45 48 IMPLANTS  JADELLE NORPLANT  REMOVAL,Electronic,District,Y,FP,3,Y,NULL
2520,HMIS,DHIS,FP 45 48 INJECTABLE DEPOPROVERA,Electronic,District,Y,FP,3,Y,NULL
2521,HMIS,DHIS,FP 45 48 INTERVAL,Electronic,District,Y,FP,3,Y,NULL
2522,HMIS,DHIS,FP 45 48 IUCD INSERTION,Electronic,District,Y,FP,3,Y,NULL
2523,HMIS,DHIS,FP 45 48 IUCD REMOVAL,Electronic,District,Y,FP,3,Y,NULL
2524,HMIS,DHIS,FP 45 48 LAM,Electronic,District,Y,FP,3,Y,NULL
2525,HMIS,DHIS,FP 45 48 MALE CONDOM,Electronic,District,Y,FP,3,Y,NULL
2526,HMIS,DHIS,FP 45 48 MALE CONDOM BACK UP,Electronic,District,Y,FP,3,Y,NULL
2527,HMIS,DHIS,FP 45 48 NATURAL METHODS,Electronic,District,Y,FP,3,Y,NULL
2528,HMIS,DHIS,FP 45 48 POST PARTUM,Electronic,District,Y,FP,3,Y,NULL
2529,HMIS,DHIS,FP 45 48 PROGESTRIN ONLY,Electronic,District,Y,FP,3,Y,NULL
2530,HMIS,DHIS,FP 45 48 TUBAL LIGATION,Electronic,District,Y,FP,3,Y,NULL
2531,HMIS,DHIS,FP 45 48 VASECTOMY,Electronic,District,Y,FP,3,Y,NULL
2532,HMIS,DHIS,FP 49  +  IMPLANTS  IMPLANON  INSERTION,Electronic,District,Y,FP,3,Y,NULL
2533,HMIS,DHIS,FP 49  +  IMPLANTS  IMPLANON  REMOVAL,Electronic,District,Y,FP,3,Y,NULL
2534,HMIS,DHIS,FP 49  +  IMPLANTS  JADELLE  INSERTION,Electronic,District,Y,FP,3,Y,NULL
2535,HMIS,DHIS,FP 49  +  IMPLANTS  JADELLE  REMOVAL,Electronic,District,Y,FP,3,Y,NULL
2536,HMIS,DHIS,FP 49 + CEASARIAN SECTION,Electronic,District,Y,FP,3,Y,NULL
2537,HMIS,DHIS,FP 49 + COMBINED ORAL,Electronic,District,Y,FP,3,Y,NULL
2538,HMIS,DHIS,FP 49 + EMERGENCY CONTRACEPTIVES,Electronic,District,Y,FP,3,Y,NULL
2539,HMIS,DHIS,FP 49 + FEMALE CONDOM,Electronic,District,Y,FP,3,Y,NULL
2540,HMIS,DHIS,FP 49 + FEMALE CONDOM BACKUP,Electronic,District,Y,FP,3,Y,NULL
2541,HMIS,DHIS,FP 49 + INJECTABLE DEPOPROVERA,Electronic,District,Y,FP,3,Y,NULL
2542,HMIS,DHIS,FP 49 + INTERVAL,Electronic,District,Y,FP,3,Y,NULL
2543,HMIS,DHIS,FP 49 + IUCD INSERTION,Electronic,District,Y,FP,3,Y,NULL
2544,HMIS,DHIS,FP 49 + IUCD REMOVAL,Electronic,District,Y,FP,3,Y,NULL
2545,HMIS,DHIS,FP 49 + JADELLE INSERTION,Electronic,District,Y,FP,3,Y,NULL
2546,HMIS,DHIS,FP 49 + JADELLE REMOVALS,Electronic,District,Y,FP,3,Y,NULL
2547,HMIS,DHIS,FP 49 + LAM,Electronic,District,Y,FP,3,Y,NULL
