name,description
MCCP- initial VIA+ >45,
MCCP- initial VIA- Hiv-,
MCCP- initial VIA- Hiv+,
MCCP- initial VIA+ Hiv-,
MCCP- initial VIA+ Hiv+,
MCCP- initial VIA- Uknown,
MCCP- initial VIA+ Uknown,
MCCPP-3 Month Review HIV -,
MCCPP-3 Month Review HIV +,
MCCPP-Initial VIA HIV-,
MCCPP-Initial VIA HIV+,
MCCP- postponed Cryo Done <30,
MCCP- postponed Cryo Done 30-45,
MCCP- postponed Cryo Done >45,
MCCP- postponed Cryo Done Hiv-,
MCCP- postponed Cryo Done Hiv+,
MCCP-Postponed Cryo Done HIV+,
MCCP- postponed Cryo Done Uknown,
MCCP-Postponed Cryo HIV+,
MCCP- postponed Cryo not Done Hiv-,
MCCP- postponed Cryo not Done Hiv+,
MCCP- postponed Cryo not Done Uknown,
MCCPP-Postponed Cryo HIV-,
MCCPP-Postponed Cryo HIV+,
MCCPP-Problem Visit HIV-,
MCCPP-Problem Visit HIV+,
MCCP-Problem Visit <30,
MCCP-Problem Visit 30-45,
MCCP-Problem Visit >45,
MCCP-Problem Visit HIV-,
MCCP-Problem Visit HIV+,
MCCP-Problem Visit Uknown,
MCCP- Referral Large Lesion <30,
MCCP- Referral Large Lesion 30-45,
MCCP- Referral Large Lesion >45,
MCCP- Referral Large Lesion HIV-,
MCCP- Referral Large Lesion HIV+,
MCCP- Referral Large Lesion Uknown,
MCCP- Referral Other Gyn HIV-,
MCCP- Referral Other Gyn HIV+,
MCCP- Referral Suspect Cancer <30,
MCCP- Referral Suspect Cancer 30-45,
MCCP- Referral Suspect Cancer >45,
MCCP- Referral Suspect Cancer HIV-,
MCCP- Referral Suspect Cancer HIV+,
MCCP- Referral Suspect Cancer Uknown,
MDR-Clinical MDR <15,
MDR-Clinical MDR 15+,
MDR-Clinical MDR New Cases,
MDR-Clinical MDR Previously Treated with FLDs,
MDR-Clinical MDR Previously treated with SLDs,
MDR-Confirmed MDR <15,
MDR-Confirmed MDR 15+,
MDR-Confirmed MDR New Cases,
MDR-Confirmed MDR Previously treated with FLDs,
MDR-Confirmed MDR Previously treated with SLDs,
MDR-Confirmed  RR 15+,
MDR-Confirmed RR cases <15,
MDR-Confirmed RR cases New Cases,
MDR-Confirmed RR Cases Previously treated with FLDs,
MDR-Confirmed RR cases Previously treated with SLDs,
MDR-Interim Outcome culture and smear not done ,
MDR-Interim Outcome Died,
MDR-Interim Outcome lost to follow up,
MDR-Interim Outcome negative bacteriologic results,
MDR-Interim Outcome number in cohort,
MDR-Interim Outcome positive bacteriologic results,
MDR-Interim Outcome Transfer out,
MDR-Treatment Outcome Completed,
MDR-Treatment Outcome Cured,
MDR-Treatment Outcome Died,
MDR-Treatment Outcome Failed,
MDR-Treatment Outcome lost to follow up,
MDR-Treatment Outcome No outcome assigned,
MDR-Treatment Outcome Total in corhort,
Measles - admission,
Measles - inpatient death,
Measles under 5 years - admission,
Measles under 5 years - inpatient death,
Measles under 5 years - new,
 MED Abscess,
 MED Acute and transient psychotic disorder,
 MED Acute Malnutrition ,
 MED Acute Malnutrition in pregnancy and lactating women,
 MED Acute nutrition (adolescents & adults),
 MED AIDS,
 MED Alcohol use mental disorder,
 MED Anemia,
 MED Anemia in pregnancy,
 MED Anthrax,
 MED Appendicitis,
 MED Asthma all forms,
 MED Bed capacity,
 MED Bilharzia (Schistosomiasis),
 MED Bowel Obstruction,
 MED Breast Cancer,
 MED Bronchitis (all forms),
 MED Cervical Cancer,
 MED Chicken pox,
 MED Cholera,
 MED Congenital Heart diseases,
 MED Congenital malformations,
 MED Depression,
 MED Diabetes,
 MED Diarrhoea diseases (non-bloody),
 MED Diarrhoea diseases (non-bloody) Under 5,
 MED Diphtheria,
 MED Drug use mental disorder,
 MED Dysentery,
 MED Ear infections,
 MED Ebola,
 MED Elephantiasis,
 MED Epiglotitis,
 MED Epilepsy,
 MED Gastro Intestinal Bleeding,
 MED Gender based physical injuries,
 MED General assault injuries,
 MED Goitre,
 MED H1N1,
 MED Hernia,
 MED Hypertension,
 MED Influenza (all forms),
 MED Inpatient days,
 MED Intestinal worms,
 MED Jaundice and infective hepatitis,
 MED Kaposi’s Sarcoma,
 MED Malaria confirmed (excluding pregnant women)  ,
 MED Malaria in pregnancy-confirmed,
 MED Malaria in Pregnancy (presumptive/clinical),
 MED Malaria (presumptive/clinical-excluding pregnant women),
 MED Marburg,
 MED Mastoditis,
 MED Measles,
MED Medical assistants in posts,
 MED Meningitis,
 MED Mood affective disorder,
 MED Musculoskeletal pains,
 MED Neo-natal tetanus,
 MED No. of patients operated on within 7 days,
 MED No. of patients seen by Speacilist within 4 weeks of appointment,
 MED No. of reported key medical supplies stock outs of more than 7 days,
 MED No. of reported key medicines stock outs of more than 7 days ,
 MED No. of reported non-functional medical equipment lasting more 7 days,
 MED Number of admissions ,
 MED Number of discharges,
 MED Number of inpatient deaths,
 MED Number of patients who absconded treatment,
 MED Occupational Related Injuries,
Med Officers in posts,
 MED Onchorcerciasis,
 MED OPD  Attendance,
 MED Organic mental disorder,
 MED Osteomyelitis,
 MED Other Cancers,
 MED Other genito urinary tract infection,
 MED Other Immunizable diseases,
 MED Other infections of the heart,
 MED Otitis Media,
 MED Peptic ulcers disease,
 MED Perforated stomach,
 MED Plague,
 MED Pneumonia,
 MED Polio,
 MED Prostate Cancer,
 MED Puerperal mental disorder,
 MED Rabies,
 MED Rheumatic heart disease,
 MED Rift Valley Fever,
 MED Road Traffic Injuries,
 MED Salmonella,
 MED SARS,
 MED Schizophrenia,
 MED Severe Pneumonia,
 MED Sexual assault injuries ,
 MED Sexually Transmitted Infections ,
 MED Shigella,
 MED Stroke,
 MED Syphilis in pregnancy,
 MED Tetanus,
 MED Trauma Chest and abdomen (torso),
 MED Trauma-Extremities,
 MED Trauma head injuries,
 MED Trauma-spinal injuries,
 MED Traumatic conditions,
 MED Trypanosomiasis,
 MED Tuberculosis ,
 MED Tumors ,
 MED Typhoid Fever,
 MED Very Severe Pneumonia,
 MED Yellow fever,
Meningitis - admission,
Meningitis - inpatient death,
Meningitis - new,
ME Num of medical acquired during the month,
ME Num of medical equip donations received during the month,
ME Num of medical equip losses (includin thefts) reported ,
ME Num of medical equip mantained during the month,
ME Num of medical equip reportedly in need of mantainance during the month,
ME Tot. cost of all medical equip repairs incurred during the month,
ME Tot.estimated value of all medical equip losses during the month,
ME Tot. Estimated Value of medical equip received during the month,
MH Acute & transient psychotic disorder,
MH Alcohol Use Mental Disorder,
MH Anxiety disorder,
MH dissociative conversion disorder,
MH Drug Use Mental Disorder,
MH Epilepsy,
MH hyperkinetic conduct disorder,
MH Mental retardation,
MH mood affective disorder (bipolar),
MH Mood affective disorder (depression),
MH Mood affective disorder (manic),
MH Organic Mental disorder (Acute),
MH Organic Mental disorder (chronic),
MH Others,
MH Personality/behaviour disorder ,
MH Psychological development disorder,
MH Puerperal mental disorder,
MH Schizo-affective disorder ,
MH Schizophrenia,
MH Somatoform disorder,
MH Stress reaction adjustment disorder,
MND 14 years & below,
MND 15 - 19 years,
MND 20 - 24 years,
MND 25 - 29 years,
MND 30 years & above,
MND Abortion,"Termination of pregnancy under 28 weeks, whether  self induced or medically induced"
MND Antenatal,
MND Ante partum haemorrhage,
MND Attended Antenatal Care,
MND Community,
MND Complications of abortions,
MND Critically,
MND Dead on arrival,
MND Did not Attend ANC,
MND Ectopic pregnancy,
MND Health Facility,
MND Intrapartum,
MND Number of Fresh stillbirths,
MND Number of Macerated stillbirths,
MND Number of neonatal deaths,
MND Postpartum,
MND Post partum haemorrhage,
MND Postpartum sepsis,
MND Pre-Eclampsia / Eclampsia,
MND Ruptured uterus,
MND Stable,
MND TBA,
MND Total Number of Newborns,
Musculoskeletal pains - admission,
Musculoskeletal pains - inpatient death,
Musculoskeletal pains - new,
NCD Cases Seen Acute psychosis,
NCD Cases Seen All confirmed cancers,
NCD Cases Seen All suspected cancers,
NCD Cases Seen Astha,
NCD Cases Seen Chronic pychosis,
NCD Cases Seen Depression,
NCD Cases Seen Diabetes,
NCD Cases Seen Epilepsy,
NCD Cases Seen Hypertension,
NCD Cases Seen Palliative care clients,
NCD Cases Seen Stroke,
NCD Deaths by NCD type Asthma/other CRD,
NCD Deaths by NCD type Cancer,
NCD Deaths by NCD type Diabetes,
NCD Deaths by NCD type Hypertension,
NCD Deaths by NCD type Other Cardio Vascula diseases,
NCD Injury and Violence Gender based physical injuries,
NCD Injury and Violence General Assault injuries,
NCD Injury and Violence Rape cases,
NCD Injury and Violence Road traffic injuries,
NCD Injury related deaths Murder/homicide,
NCD Injury related deaths Road traffic accidents,
NCD Injury related deaths Suicide,
Neonatal Deaths,Neonatal Deaths
NRU 60 Months - <12 Years,
NRU 6 - 59 Months,
NRU <6 Months,
NRU Checked by,
NRU Child HIV Sero-status,
NRU Children Referred to HTC,
NRU Children Tested for HIV,
NRU Comments on Performance Indicators,
NRU Exposed Children,
NRU Maternal HIV Sero-status,
NRU Mean Length of Stay,
NRU New Admissions by Gender,
NRU Number of Children on ART,
NRU Number of relapses,
NRU Parental Status,
NRU Prepared by,
NRU With Both Parents,
NRU Without Both Parents,
NRU Without Father,
NRU Without Mother,
Nurses in posts,
Nutrition-district hospital,
Nutrition-flipchart,
Nutrition-health centre,
Nutrition-health post,
Nutrition-leaflets,
Nutrition-none,
Nutrition-# of community meetings/commemoration days,
Nutrition-# of film shows,
Nutrition-# of interactive drama sessions,
Nutrition-# of road shows,
Nutrition-other,
Nutrition-posters,
Nutrition-rural/comm hosp,
Nutrition-total# provided in this quarter,
Nutrition-TV/DVDs,
OBG Abortions Managed D+C,
OBG Abortions Managed Evacuation,
OBG Abortions Managed MVA,
OBG Admission Cervical Cancer ,
OBG Admission Obsetric Fistula,
OBG Admission Public Abscess,
OBG Admission Tube Ovarian Mass,
OBG Admission Uterine Fibroids,
OBG Complication Ectopic Pregnancy,
OBG Complications Abortions,
OBG Complications Anaemia in Pregnancy,
OBG Complications Hyperemesis Gravidulum,
OBG Complications Malaria in Pregnancy,
OBG Complications Molar Pregnancy,
OBG Complications Pneumonia in Pregnancy,
OBG Death Cervical Cancer,
OBG Death Sepsis,
OBG  Death Uterine Fibroids,
OBG Other Pregnancy Related Death Causes,
Obs/Gynaecologist,
# of health talks in this quarter provided by-clinical officer,
# of health talks in this quarter provided by-doctor,
# of health talks in this quarter provided by-HSA,
# of health talks in this quarter provided by-MA,
# of health talks in this quarter provided by-nurse/int,
# of health talks in this quarter provided by-reg.nurse,
 ONC All cancers of the bone and cartilage,
 ONC All malignant melanoma of the skin,
 ONC All other cancer of the central nervous system,
 ONC All other cancers of the digestive organs,
 ONC All other cancers of the endocrine glands ,
 ONC All other cancers of the female genital organs,
  ONC All other cancers of the male genital organs,
 ONC All other cancers of the respiratory organs,
ONC All Other Cancers of the Throat,
 ONC All other cancers of the urinary organs,
 ONC Bed capacity,
 ONC Brain cancer ,
 ONC Breast Cancer ,
ONC Bronchus Cancer,
ONC Burkits Lymphomas,
 ONC Cancer of the Anus ,
 ONC Cancer of the bladder,
 ONC Cancer of the eye,
" ONC Cancer of the lip, oral cavity and pharynx ",
 ONC Cancer of the Liver,
 ONC Cancer of the Oesophagus,
 ONC Cancer of the ovary,
 ONC Cancer of the Pancreas,
 ONC Cancer of the Rectum,
 ONC Cancer of the thyroid gland,
" ONC Cancer of the trachea, bronchus and lungs ",
 ONC Cancer of the vagina ,
 ONC Cancer of the Vulva ,
 ONC Cervical Cancer ,
ONC Colon Cancer,
ONC Dermatofibrosarcoma Cancer,
ONC Gastric/Stomach Cancer,
ONC Hodgikins and Non Hodgikins Lympas,
 ONC In-patient days,
 ONC Kaposis Sarcoma ,
ONC Kidney Cancer,
ONC Larypharyngeal Cancer,
 ONC Leukemia ,
ONC Lungs Cancer,
ONC Melanom Cancer,
ONC Nasopharyngeal Cancer,
 ONC No. of patients operated on within 7 days,
 ONC No. of patients seen by Speacilist within 4 wks of appointment ,
 ONC No. of patients who absconded treatment,
 ONC No. of patients who completed treatment ,
 ONC No. of reported key medical supplies stock outs of more than 7 days,
 ONC No. of reported key medicines stock outs of more than 7 days ,
 ONC No. of reported non-functional medical equipment lasting more than 7days ,
 ONC Number of admissions ,
 ONC Number of discharges,
 ONC Number of in-patient deaths,
 ONC Number of operations ,
 ONC OPD Total Attendance,
ONC Oropharyngeal Cancer,
ONC Penile Cancer,
 ONC Prostate cancer,
ONC Trachea Cancer,
OPD total attendance <5 years,
OPD total attendance 5+ years,
Ophthalmologist,
 OR All other Bone conditions,
 OR Arthritis Gout/Rh. Arthritis,
 OR Aseptic Arthritis ,
 OR Bed Capacity,
 ORC Above elbow,
ORC Above Elbow Orthosis,
 ORC Above knee prosthesis exoskeleton,
 ORC Above knee prosthesis modular,
 ORC Back stop only,
 ORC Below elbow,
 ORC Below knee iron – B/Stops,
 ORC Below knee irons B/Stops bilateral,
 ORC Below knee prosthesis (endoskeleton),
 ORC Below knee prosthesis PTB,
 ORC Cervical collar – hard,
 ORC Cervical collar – spongy,
 ORC Drop foot splint,
 ORC Elbow disarticulation,
ORC Extension Prosthesis with Knee Joint,
ORC Extension Prosthesis without Knee Joint,
ORC Hand Orthosis,
 ORC Hip disarticulation prosthesis,
 ORC Joint caliper with drop lock,
 ORC Jointed caliper with Swiss lock (Single),
ORC Jointed KAFO with Offset Joint,
 ORC Knee stabilizer (Rehabilitative/Corrective),
 OR Congenital Disease ,
 OR Contractures of joints ,
 OR Contusion ,
 ORC Partial foot amputation ,
 ORC Raise/compensation – cork 2.5cm,
 ORC Raise/Compensation – rubber,
 ORC Shoulder disarticulation,
 ORC Spinal corset - Lumbar sacral,
 ORC Spinal corset – Milwaukee,
 ORC Spinal corset – Rahmen Stutz,
 ORC Straight bar caliper (Bilateral),
 ORC Straight bar caliper (Unilateral),
 ORC Surgical footwear,
 ORC Symes amputation,
 ORC Through knee conventional,
 ORC Through knee (knee disarticulation),
 ORC Transversal/longitudinal arch support,
 ORC Wrist disarticulation,
 OR Degenerative Hypertrophic Spondylitis,
 OR Degenerative Joint arthritis ,
 OR Dislocations of all types,
 OR Dislocations of all types Osteomyelitis,
 OR Fracture of all types,
 OR Granulomas ,
 OR Inpatient days,
 OR Malignant Tumours ,
 OR Non-Malignant Tumours ,
OR No. of  deaths,
 OR No. of discharges,
 OR No. of patients operated on within 7 days,
 OR No. of patients seen by Specialist within 4wks of appointment,
 OR No. of patients who absconded treatment,
 OR No. of reported key medical supplies stock outs of more than 7 days,
OR No. of reported key medicines stock outs of more than 7 days ,
 OR No. of reported non-functional medical equipment lasting more than 7days,
 OR Number of admissions ,
OR OPD Total Attendance,
 OR Paralysis due to Hypertension ,
 OR Septic Arthritis ,
 OR Tendon Injuries ,
 OR Tendonitis ,
 OR Traumatic Amputation ,
Other genito-urinary tract infection - admission,
Other genito-urinary tract infection - inpatient death,
Other genito-urinary tract infection - new,
Other heart diseases - admission,
Other heart diseases - inpatient death,
Other heart diseases - new,
Other lower respiratory infection - admission,
Other lower respiratory infection - inpatient death,
Other lower respiratory infection - new,
Other Oral conditions - admission,
Other Oral conditions - inpatient death,
Other Oral conditions - new,
Other skin conditions - admission,
Other skin conditions - inpatient death,
Other specify-packaging and unit,
Other specify-Quantity distributed to beneficiaries,
Other specify-Quantity lost,
Other specify-Quantity used for cooking demonstration,
Other specify-request for the following month,
Other specify-stock delivered in the month,
Other specify-stock on the first day of the month,
Other specify-stock on the last day of the month,
OTP 60 Months - < 12 Years,
OTP 6-59 Months,
OTP checked by,
OTP Child HIV Serostatus,
OTP Children Referred for HTC,
OTP Children Tested for HIV,
OTP Comments on perfomance indacators,
OTP Direct Admissions,
OTP Exposed Children,
OTP Maternal HIV Serostatus,
OTP Mean Length of Stay,
OTP New Admissions by Gender,
OTP NRU Transfers,
OTP Number of Children on ART,
OTP Number of Relapses,
OTP Number of Twin Children,
OTP Prepared by,
Paediatrician,
partner slips distributed,
partner slips retrieved,
Pathologist,
patients tested for HIV,
patients tested for HIV as a couple,
PC Females,
PC Males,
PC Patients registered in MONTH,
 PED Acute Malnutrition ,
 PED AIDS,
 PED All Cancers,
 PED All Malaria Under 5 years,
 PED All Surgical Conditions,
 PED Anaemia,
 PED Asthma all forms,
 PED Bed capacity,
 PED Bilharzia ,
 PED Bronchitis (all forms),
 PED Chicken pox,
 PED Cholera,
 PED Congenital Heart diseases,
 PED Diarrhoea diseases (non-bloody) <5,
 PED Diarrhoea diseases (non-bloody) 5>,
 PED Diphtheria,
 PED Dysentery,
 PED Ear infections,
 PED Epiglotitis,
 PED Epilepsy,
 PED Gender based physical injuries,
 PED General assault injuries,
PED General Malnutrition,
PED General Palsy,
 PED Goitre,
 PED Influenza (all forms),
 PED In-patient days,
 PED Intestinal worms,
 PED Jaundice and infective hepatitis,
 PED Malaria (presumptive),
 PED Mastoditis,
 PED Measles,
 PED Meningitis,
 PED Musculoskeletal pains,
 PED Neonatal tetanus,
 PED No. of patients operated on within 7 days,
 PED No. of patients seen by Specialist within 4wks of appointment ,
 PED No. of patients who absconded,
 PED No. of reported key medical supplies stock outs of more than 7 days,
 PED No. of reported key medicines stock outs of more than 7 days ,
" PED No. of reported non-functional medical equipment lasting more than 7days			",
 PED Occupational Related Injuries,
 PED OPD Total Attendance,
 PED Other genito urinary tract infection,
 PED Other Immunizable diseases,
 PED Other infections of the heart,
 PED Otitis Media,
 PED Plague,
 PED Pneumonia (5 yr. and above ),
 PED Pneumonia Under 5,
 PED Polio,
 PED Rabies,
 PED Rheumatic heart disease,
 PED Road Traffic Injuries,
 PED Sepsis,
 PED Sexual assault injuries ,
 PED Sexually Transmitted Infections ,
 PED Tetanus,
 PED Total number of admissions ,
 PED Total Number of discharges,
 PED Total number of in patient days,
 PED Total number of in patient deaths,
 PED Trauma chest and abdomen ,
 PED Trauma extremities,
 PED Trauma head injuries,
 PED Trauma spinal injuries,
 PED Traumatic conditions,
 PED Tuberculosis ,
 PED Typhoid Fever,
 PED Yellow fever,
 PHA Aldomet (Methodopal),
 PHA Aminophylline,
 PHA Atropine sulphate,
 PHA Benzhexol,
 PHA Benzyl penicillin,
 PHA Chloramphenicol,
 PHA Chlorpromazine,
 PHA Cimetidine,
 PHA Culture plates,
 PHA Dapson,
 PHA Defibullator,
 PHA Dental amalgam,
 PHA Dexamethazone eye drops 0.1%,
 PHA Diazepam,
 PHA Digoxin ,
 PHA ECG,
 PHA EDTA tubes,
 PHA FBC machine,
 PHA Frusemide,
 PHA Functioning ventilator,
 PHA Gentamicin,
 PHA Glibenclamide,
 PHA Glucose reagents,
 PHA Glyceryltrinitrate,
 PHA Halothane,
 PHA Hormones,
 PHA Isotone,
 PHA Lente insulin,
 PHA Lignocaine cartridge,
 PHA Metronidazole,
 PHA Mobile x-ray machine,
 PHA Morphine,
 PHA Naso-gastric tubes,
 PHA Oxytocin ,
 PHA Paraldehyde,
 PHA Pethidine,
 PHA Prednisolone,
PHA Propranolol ,
 PHA Ranitidine,
 PHA Reagents for HIV,
Pharmacist in post,
Pharmacy Techn in post,
 PHA Salbutamol inhaler,
 PHA Salbutamol nebulizer,
 PHA Soluble insulin,
 PHA Suction tubes,
 PHA Sutures,
 PHA Syntometrine,
 PHA Thermal paper,
 PHA Thiopentone ,
 PHA U + E machine,
 PHA Ultra sound,
 PHA Urinary catheters,
 PHA Warfarin,
 PHA X-ray films,
Physician,
Physiotherapist,
Plague - admission,
Plague - inpatient death,
PLC Aids,
PLC All Cancer of the Central Nervous System,
PLC All Cancers of Digestive Organs,
PLC All Cancers of Respiratory Organs,
PLC All Cancers of the Bone and Cartilage,
PLC All Cancers of Urinary Organs,
PLC All Female Genital Organs Cancers,
PLC All Male Genital Organ Cancers,
PLC All Malignant Melanoma of the Skin,
PLC All Other Cancers of the Endocline Glands,
PLC All Other Cancers of the Throat,
PLC AVN,
PLC Brain Cancer,
PLC Breast Cancer,
PLC Bronchus Cancer,
PLC Burkitts Lymphomas,
PLC Cancer of the Anus,
PLC Cancer of the Bladder,
PLC Cancer of the Eye,
PLC Cancer of the Liver,
PLC Cancer of the Ovary,
PLC Cancer of the Pancreas,
PLC Cancer of the Rectum,
PLC Cancer of the Thyroid Gland,
PLC Cancer of the Vagina,
PLC Cancer of the Vulva,
PLC Cervical Cancer,
PLC Colon Cancer,
PLC Dermatofibrosarcoma,
PLC Encephalopathy,
PLC Females Morphine,
PLC GastricStomach Cancers,
PLC Hodgikins and Non Hodgikins Lymphas,
PLC Kaposi Sarcoma,
PLC Kidney Cancer,
PLC Larypharyngeal Cancer,
PLC Leukemia,
PLC Lungs Cancer,
PLC Males Morphine,
PLC Markel's Carcinoma,
PLC Maxillary Cancer,
PLC Melanom,
PLC Nasopharyngeal Cancer,
PLC Oesophagus Cancers,
PLC Oropharyngeal Cancer,
PLC Ovary Cancer,
PLC Paraplegia,
PLC Partly Differentiated Carcinoma,
PLC Penile Cancer,
PLC Prostate Cancer,
PLC Rheumatoid Arthritis,
PLC Sequamous Cell Cancer,
PLC Tonque Cancer,
PLC Trechea Cancer,
Pneumonia - admission,
Pneumonia - Inpatient death,
Pneumonia - new,
Pneumonia under 5 years - admission,
Pneumonia under 5 years - inpatient death,
Pneumonia under 5 years - new,
population Gender and Location,
Postnatal first visit within 2 weeks of delivery,
Postnatal woman receiving Vitamin A within 2 weeks of delivery,
Postponed Cryo Done Hiv+,
pregnant/lactating women (up to 6 months post-partum) ,
pregnant/lactating women (up to 6 months post-partum)- admissions,
pregnant/lactating women (up to 6 months post-partum)- Default (lost to follow up) F,
pregnant/lactating women (up to 6 months post-partum)-Died H,
pregnant/lactating women (up to 6 months post-partum) moderate- admissions,
pregnant/lactating women (up to 6 months post-partum) moderate- Default (lost to follow up) F,
pregnant/lactating women (up to 6 months post-partum)moderate- Died H,
pregnant/lactating women (up to 6 months post-partum)moderate-Died H,
pregnant/lactating women (up to 6 months post-partum) moderate-Non-recovered (treatment failure),
pregnant/lactating women (up to 6 months post-partum) moderate -Recovered (transitioned) E,
pregnant/lactating women (up to 6 months post-partum) moderate- total at start date,
pregnant/lactating women (up to 6 months post-partum) moderate-total at the end of the month,
pregnant/lactating women (up to 6 months post-partum)moderate-total at the start of the month,
pregnant/lactating women (up to 6 months post-partum) moderate-TOTAL=E+F+H+I+J,
pregnant/lactating women (up to 6 months post-partum) moderate-total who received supplementary food,
pregnant/lactating women (up to 6 months post-partum) moderate-Transferred Out J,
pregnant/lactating women (up to 6 months post-partum)-Non-recovered -(treatment failure) I,
pregnant/lactating women (up to 6 months post-partum) -Recovered (transitioned) E,
pregnant/lactating women (up to 6 months post-partum)- Recovered (transitioned) E,
pregnant/lactating women (up to 6 months post-partum) -total at the end of the month,
pregnant/lactating women (up to 6 months post-partum)-Total at the month,
pregnant/lactating women (up to 6 months post-partum)- total at the start of the month,
pregnant/lactating women (up to 6 months post-partum) -TOTAL=E+F+H+I+J,
pregnant/lactating women (up to 6 months post-partum)- total who received therapeutic and /or supplementary food,
pregnant/lactating women (up to 6 months post-partum)-Transferred Out J,
PT Amputations,
PT Arthritis,
PT Arthroglyposis,
PT Back Pain,
PT Bell's Palsy,
PT Benzy/Genta/Amox,
PT Burns,
PT Cardiovascular Accident/Stroke,
PT Cerebral Palsy,
PT contrimoxale,
PT Fractures,
PT Head Injury,
PT Mascular Dystrophy,
PT Muscular Skeletal Pain,
PT Other,
PT Paraparesis,
PT Parkinson,
PT Peripheral Neuropathy,
PT Pneumonia  Other,
PT  Severe Pneumonia Benzyl/Amoxicillin,
PT  Severe Pneumonia Other,
PT Soft Tissue Injuries,
PT Spinal Bufida,
PT Spinal Cord Lessions,
PT Talipes,
PT TB Spine,
PT  Very Severe Pneumonia Chhloramphenicol,
PT  Very Severe Pneumonia Other,
Rabies - admission,
Rabies - inpatient death,
Radiography Techn in post,
Radiologists in posts,
Registered Nurses in post,
RUTF-admissions,
RUTF-deliveries received in the month,
RUTF-packaging and unit,
RUTF-Quantity distributed to beneficiaries,
RUTF-Quantity lost,
RUTF-Quantity used for cooking demonstration,
RUTF-request for the following month,
RUTF-stock on first day of the month,
RUTF-stock on last day of the month,
Scabies - admission,
Scabies - inpatient death,
Scabies - new,
SC Amount of funds received for deworming,
SC Bilhazia mass drug administration conducted,
SC No of bilhazia cases in a month,
SC No of drugs received (prazequantel),
SC No of drugs remaining,
SC No of drugs used,
SC No of female cases,
SC No of health workers trained,
SC No of Male cases,
SC No of non school going children who received the drugs,
SC No of pupils who reported the side effects,
SC No of school going children in the district ,
SC No of school going children registered,
SC No of school going children who received the drugs,
SC No of supervisors for the deworming exercise,
SC No of trainings conducted for local leaders,
SC No of trainings conducted for teachers,
SC Social mobilization campaigns conducted,
SC Trainings conducted for health workers,
SC Type of side effects reported,
SDC on ART RIC in 12 months,
SDC started on ART,
SDC started on ART based on SDC as eligibility,
Sexually active population,
Sexually Transmitted Infections - admission,
Sexually Transmitted Infections-district hospital,
sexually Transmitted Infections-# film shows,
sexually Transmitted Infections-flipchat,
Sexually Transmitted Infections-health centre,
Sexually Transmitted Infections-health post,
Sexually Transmitted Infections - inpatient death,
sexually Transmitted Infections-leaflets,
sexually Transmitted Infections-none,
sexually Transmitted Infections-# of community meetings/commemoration days,
sexually Transmitted Infections-# of interactive drama sessions,
Sexually Transmitted Infections-other,
sexually Transmitted Infections-postres,
sexually Transmitted Infections-# road shows,
Sexually Transmitted Infections-rural/comm hosp,
Sexually Transmitted Infections-total# provided in this quarter,
sexually Transmitted Infections-TV/DVDs,
SFP  60 Months- <12 years,
SFP 6-59 Months,
SFP Checked by,
SFP Child HIV sero-status,
SFP Children on ART,
SFP Children referred for HTC,
SFP Children tested for HIV,
SFP Comments on perfomance indicators,
SFP Exposed children on ART,
SFP Follow-up NRU/OTP,
SFP Lactating,
SFP  LW serostatus,
SFP Maternal HIV sero-status,
SFP Mean length of stay,
SFP New admissions by gender,
SFP Number of Relapses,
SFP Number of twin children,
SFP Other ,
SFP Pregnant,
SFP Prepared by,
SFP PW/LW referred for HTC,
SFP PW/LW tested for HIV,
SFP PW serostatus,
SG Abscess,
SG All dental surgical conditions,
SG All Ear Nose and Throat ,
SG All ophthalmic conditions,
SG All orthopedic cases,
SG All Road Traffic Injuries,
SG All Urological Conditions,
SG Appendicitis,
SG Bed occupancy rate,
SG Bed turn over,
SG Bowel Obstruction,
SG Burns - 1st degree,
SG Burns - 2nd degree,
SG Burns- 3rd degree,
SG Congenital malformations,
SG Gastro Intestinal Bleeding,
SG General assault injuries,
SG Hernia,
SG In-patient days,
SG Num of reportd non-functional med equip lasting >7days,
SG Num of reported key medical supplies stock outs of > 7 days,
SG Num of reported key medicines stock outs of > 7 days ,
SG Occupational related Injuries,
SG OPD Total Attendance,
SG Osteomyelitis,
SG Peptic ulcers disease,
SG Perforated stomach,
SG Rauma- chest and abdomen injuries,
SG Total number of admissions from all causes,
SG Total Number of discharges,
SG Total number of in-patient deaths,
SG Total number of operations,
SG Tot num of patients operated on within 7 days,
SG Tot num of patients seen by specialist within 4 wks,
SG Trauma- head injuries,
SG Trauma- Injuries of extremities,
SG Trauma-spinal injuries,
SG Traumatic conditions,
SG Tumors,
SH Checked by,
SH CSB/Likunil stockout within the month,
SH DSM,
SH DSM stock-out within the month,
SH F100,
SH F100 stock-out within the month,
SH F75,
SH F75 stock-out within the month,
SH Likuni phala/CSB,Community Management-based of Acute Malnutrition 
SH Maize meal,Community Management-based of Acute Malnutrition 
SH Maize meal stockout within the month,
SHN Availability of SHN activities in DIP,
"SHN Availabilty of policy, protocols & guideline",
SHN Frequency of drug supply in the school,
SHN No. of children dewormed,
SHN No. of children physically examined this month,
SHN No. of children referred for further services,
SHN No. of children referred for immunization,
SHN No. of communities with active community participation in SHN activities,
SHN No. of HE session conducted on topics related health & nutrition,
