Period,Region Name,District Name,Working Station,HRH Cadre,Position Title,Salary Grade,Establishment,Filled Positions,Variance
MoH - 2015,South East Region,Machinga District,Chikwewo Rural Health Centre,Administration,Security Guard,P,3,3,0
MoH - 2015,South West Region,Chiradzulu District,Chiradzulu District Hospital,Preventive Health Services,Senior Disease Control and Surveillance Assistant,HL,50,0,50
MoH - 2015,Northern Region,Chitipa District,Kameme Rural Health Centre,Nursing Services,Nurse Technician,HK,14,15,-1
MoH - 2015,South West Region,Blantyre District,Chavala Rural Health Centre,Nursing Services,Nurse Technician,HK,14,14,0
MoH - 2015,Central West Region,Lilongwe District,Area 18 Urban Health Centre,Allied Health Technical Services,Senior Laboratory Technician,HJ,1,1,0
MoH - 2015,South West Region,Chiradzulu District,Chiradzulu District Hospital,Nursing Services,Senior Home Craft Worker,L,1,0,1
MoH - 2015,South East Region,Phalombe District,Phalombe District Hospital,Nursing Services,Senior Community Health Officer,HH,1,0,1
MoH - 2015,South East Region,Machinga District,Chikwewo Rural Health Centre,Allied Health Professionals,Senior Clinical Officer,HH,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Area 18 Urban Health Centre,Nursing Services,Senior Nurse Technician,HJ,2,4,-2
MoH - 2015,South West Region,Blantyre District,Chavala Rural Health Centre,Pharmacy,Pharmacy Assistant,HM,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Area 18 Urban Health Centre,Planning & Policy Development,Statistical Clerk,M,1,1,0
MoH - 2015,South West Region,Chiradzulu District,Chiradzulu District Hospital,Nursing Services,Senior Nurse Auxiliary,HL,15,0,15
MoH - 2015,South West Region,Blantyre District,Chavala Rural Health Centre,Pharmacy,Pharmacy Technician,HK,1,1,0
MoH - 2015,Northern Region,Chitipa District,Kameme Rural Health Centre,Pharmacy,Pharmacy Technician,HK,1,1,0
MoH - 2015,South East Region,Machinga District,Chikwewo Rural Health Centre,Allied Health Professionals,Senior Clinical Technician,HJ,1,1,0
MoH - 2015,South West Region,Chiradzulu District,Chiradzulu District Hospital,Allied Health Technical Services,Senior Rehabilitation Assistant,HL,1,0,1
MoH - 2015,South East Region,Machinga District,Chikwewo Rural Health Centre,Attendants,Senior Head Hospital Attendant,HN,2,2,0
MoH - 2015,South West Region,Blantyre District,Chavala Rural Health Centre,Administration,Security Guard,P,3,3,0
MoH - 2015,South West Region,Chiradzulu District,Chiradzulu District Hospital,Administration,Senior Stores Clerk,L,1,0,1
MoH - 2015,South East Region,Machinga District,Chikwewo Rural Health Centre,Nursing Services,Senior Home Craft Worker,L,1,1,0
MoH - 2015,South West Region,Blantyre District,Chavala Rural Health Centre,Nursing Services,Senior Nurse Technician,HJ,2,2,0
MoH - 2015,South West Region,Chiradzulu District,Chiradzulu District Hospital,Administration,Senior Ward Clerk,L,2,0,2
MoH - 2015,South East Region,Machinga District,Chikwewo Rural Health Centre,Nursing Services,Senior Nurse Technician,HJ,2,2,0
MoH - 2015,South West Region,Chiradzulu District,Chiradzulu District Hospital,Accounting,Accounts Assistant,M,3,0,3
MoH - 2015,South West Region,Neno District,Ligowe Rural Health Centre,Nursing Services,Nurse Technician,HK,14,14,0
MoH - 2015,South East Region,Machinga District,Chikwewo Rural Health Centre,Administration,Senior Ward Clerk,L,1,1,0
MoH - 2015,South West Region,Blantyre District,Chavala Rural Health Centre,Allied Health Professionals,Senior Clinical Technician,HJ,1,1,0
MoH - 2015,South West Region,Chiradzulu District,Chiradzulu District Hospital,Administration,Bricklayer,M,2,0,2
MoH - 2015,South East Region,Machinga District,Chikwewo Rural Health Centre,Planning & Policy Development,Statistical Clerk,M,1,1,0
MoH - 2015,South West Region,Blantyre District,Chavala Rural Health Centre,Attendants,Senior Head Hospital Attendant,HN,2,2,0
MoH - 2015,South West Region,Chiradzulu District,Chiradzulu District Hospital,Administration,Carpenter/Joiner,M,1,0,1
MoH - 2015,South West Region,Blantyre District,Chavala Rural Health Centre,Nursing Services,Senior Home Craft Worker,L,1,0,1
MoH - 2015,Central West Region,Lilongwe District,Area 25 Urban Health Centre,Preventive Health Services,Assistant Environmental Health Officer,HK,1,0,1
MoH - 2015,South West Region,Blantyre District,Chavala Rural Health Centre,Administration,Senior Ward Clerk,L,1,1,0
MoH - 2015,Central East Region,Dowa District,Mponela Community Hospital,Accounting,Accounts Assistant,M,3,3,0
MoH - 2015,South West Region,Neno District,Ligowe Rural Health Centre,Attendants,Head Hospital Attendant,HO,1,1,0
MoH - 2015,Central East Region,Dowa District,Mponela Community Hospital,Accounting,Senior Accounts Assistant,L,1,2,-1
MoH - 2015,Central East Region,Dowa District,Mponela Community Hospital,Accounting,Assistant Accountant,K,1,1,0
MoH - 2015,Central East Region,Dowa District,Mponela Community Hospital,Administration,Health Services Administrator,I,1,1,0
MoH - 2015,South West Region,Chiradzulu District,Chiradzulu District Hospital,Administration,Catering Assistant,M,2,0,2
MoH - 2015,Central East Region,Dowa District,Mponela Community Hospital,Attendants,Head Hospital Attendant,HO,6,3,3
MoH - 2015,Central East Region,Dowa District,Mponela Community Hospital,Nursing Services,Nurse Technician,HK,25,18,7
MoH - 2015,Central East Region,Dowa District,Mponela Community Hospital,Nursing Services,Senior Nurse Technician,HJ,2,2,0
MoH - 2015,South West Region,Blantyre District,Chavala Rural Health Centre,Planning & Policy Development,Statistical Clerk,M,1,1,0
MoH - 2015,South East Region,Machinga District,Chamba Rural Health Centre,Preventive Health Services,Assistant Environmental Health Officer,HK,1,1,0
MoH - 2015,South West Region,Chiradzulu District,Chiradzulu District Hospital,Human Resources,Clerical Officer,M,2,0,2
MoH - 2015,Northern Region,Chitipa District,Kameme Rural Health Centre,Allied Health Technical Services,Laboratory Assistant,HL,1,0,1
MoH - 2015,South East Region,Machinga District,Chamba Rural Health Centre,Allied Health Technical Services,Dental Technician,HK,1,1,0
MoH - 2015,South West Region,Chiradzulu District,Chiradzulu District Hospital,Human Resources,Copy Typist,M,2,0,2
MoH - 2015,South East Region,Machinga District,Chamba Rural Health Centre,Administration,Ground Labourer,R,4,5,-1
MoH - 2015,South East Region,Machinga District,Chamba Rural Health Centre,Attendants,Head Hospital Attendant,HO,1,1,0
MoH - 2015,South West Region,Chiradzulu District,Chiradzulu District Hospital,Preventive Health Services,Disease Control and Surveillance Assistant,HM,200,1,199
MoH - 2015,South East Region,Machinga District,Chamba Rural Health Centre,Nursing Services,Home Craft Worker,M,3,3,0
MoH - 2015,Central West Region,Lilongwe District,Area 25 Urban Health Centre,Administration,Assistant Health Services Administrator,K,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Area 25 Urban Health Centre,Nursing Services,Chief Nurse Technician,HI,1,1,0
MoH - 2015,South East Region,Machinga District,Chamba Rural Health Centre,Attendants,Hospital Attendant,HP,3,7,-4
MoH - 2015,Central West Region,Lilongwe District,Area 25 Urban Health Centre,Allied Health Professionals,Clinical Technician,HK,2,2,0
MoH - 2015,South West Region,Neno District,Ligowe Rural Health Centre,Administration,Senior Ward Clerk,L,1,1,0
MoH - 2015,South West Region,Chiradzulu District,Chiradzulu District Hospital,Administration,Electrician,M,1,0,1
MoH - 2015,Central West Region,Lilongwe District,Area 25 Urban Health Centre,Allied Health Professionals,Clinical Officer,HI,1,1,0
MoH - 2015,South East Region,Machinga District,Chamba Rural Health Centre,Allied Health Technical Services,Laboratory Assistant,HL,1,1,0
MoH - 2015,South East Region,Machinga District,Chamba Rural Health Centre,Allied Health Technical Services,Laboratory Technician,HK,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Area 25 Urban Health Centre,Allied Health Technical Services,Dental Technician,HK,1,1,0
MoH - 2015,South West Region,Chiradzulu District,Chiradzulu District Hospital,Nursing Services,Home Craft Worker,M,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Area 25 Urban Health Centre,Attendants,Head Hospital Attendant,HO,1,5,-4
MoH - 2015,South East Region,Machinga District,Chamba Rural Health Centre,Allied Health Professionals,Medical Assistant,HL,1,2,-1
MoH - 2015,Central West Region,Lilongwe District,Area 25 Urban Health Centre,Nursing Services,Home Craft Worker,M,3,3,0
MoH - 2015,South East Region,Machinga District,Chamba Rural Health Centre,Allied Health Professionals,Medical Technician (for Med Ass),HK,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Area 18 Urban Health Centre,Allied Health Professionals,Clinical Officer,HI,1,1,0
MoH - 2015,Northern Region,Chitipa District,Kameme Rural Health Centre,Allied Health Professionals,Medical Assistant,HL,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Area 25 Urban Health Centre,Attendants,Hospital Attendant,HP,4,6,-2
MoH - 2015,Central West Region,Lilongwe District,Area 25 Urban Health Centre,Allied Health Technical Services,Laboratory Assistant,HL,2,0,2
MoH - 2015,South East Region,Machinga District,Chamba Rural Health Centre,Administration,Motor Vehicle Driver,N,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Area 25 Urban Health Centre,Allied Health Technical Services,Laboratory Technician,HK,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Area 25 Urban Health Centre,Allied Health Professionals,Medical Assistant,HL,2,7,-5
MoH - 2015,Central West Region,Lilongwe District,Area 25 Urban Health Centre,Allied Health Professionals,Medical Technician (for Med Ass),HK,1,2,-1
MoH - 2015,South East Region,Machinga District,Chamba Rural Health Centre,Nursing Services,Nurse Technician,HK,14,15,-1
MoH - 2015,South West Region,Chiradzulu District,Chiradzulu District Hospital,Administration,Laundry Assistant,M,1,0,1
MoH - 2015,South East Region,Machinga District,Chamba Rural Health Centre,Pharmacy,Pharmacy Assistant,HM,1,1,0
MoH - 2015,South West Region,Chiradzulu District,Chiradzulu District Hospital,Administration,Mortuary Assistant,M,2,0,2
MoH - 2015,South West Region,Neno District,Ligowe Rural Health Centre,Planning & Policy Development,Statistical Clerk,M,1,1,0
MoH - 2015,South East Region,Machinga District,Chamba Rural Health Centre,Pharmacy,Pharmacy Technician,HK,1,1,0
MoH - 2015,South East Region,Phalombe District,Phalombe District Hospital,Preventive Health Services,Senior Disease Control and Surveillance Assistant,HL,50,0,50
MoH - 2015,South West Region,Chiradzulu District,Chiradzulu District Hospital,Nursing Services,Nurse Auxiliary,HM,16,0,16
MoH - 2015,South East Region,Machinga District,Chamba Rural Health Centre,Administration,Security Guard,P,3,4,-1
MoH - 2015,South East Region,Machinga District,Chamba Rural Health Centre,Allied Health Professionals,Senior Clinical Officer,HH,1,1,0
MoH - 2015,South East Region,Machinga District,Chamba Rural Health Centre,Allied Health Professionals,Senior Clinical Technician,HJ,1,1,0
MoH - 2015,South West Region,Chiradzulu District,Chiradzulu District Hospital,Administration,Painter,M,2,0,2
MoH - 2015,South East Region,Machinga District,Chamba Rural Health Centre,Attendants,Senior Head Hospital Attendant,HN,2,2,0
MoH - 2015,South West Region,Chiradzulu District,Chiradzulu District Hospital,Pharmacy,Pharmacy Assistant,HM,2,0,2
MoH - 2015,Central West Region,Lilongwe District,Area 25 Urban Health Centre,Nursing Services,Nurse Technician,HK,13,14,-1
MoH - 2015,South West Region,Blantyre District,Queen Elizabeth Central Hospital,Allied Health Technical Services,Radiographer,HI,2,2,0
MoH - 2015,South East Region,Machinga District,Chamba Rural Health Centre,Nursing Services,Senior Home Craft Worker,L,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Area 25 Urban Health Centre,Administration,PBX Operator,O,1,0,1
MoH - 2015,South East Region,Phalombe District,Phalombe District Hospital,Attendants,Senior Head Hospital Attendant,HN,15,2,13
MoH - 2015,Central West Region,Lilongwe District,Area 25 Urban Health Centre,Pharmacy,Pharmacy Assistant,HM,2,2,0
MoH - 2015,South East Region,Machinga District,Chamba Rural Health Centre,Nursing Services,Senior Nurse Technician,HJ,2,2,0
MoH - 2015,Central West Region,Lilongwe District,Area 25 Urban Health Centre,Pharmacy,Pharmacy Technician,HK,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Area 25 Urban Health Centre,Administration,Security Guard,P,4,6,-2
MoH - 2015,South East Region,Machinga District,Chamba Rural Health Centre,Administration,Senior Ward Clerk,L,1,1,0
MoH - 2015,South West Region,Chiradzulu District,Chiradzulu District Hospital,Administration,Plumber,M,2,0,2
MoH - 2015,Central West Region,Lilongwe District,Area 25 Urban Health Centre,Preventive Health Services,Senior Assistant Environmental Health Officer,HJ,1,1,0
MoH - 2015,South West Region,Neno District,Ligowe Rural Health Centre,Administration,Security Guard,P,1,3,-2
MoH - 2015,Central West Region,Lilongwe District,Area 25 Urban Health Centre,Human Resources,Senior Clerical Officer,L,1,1,0
MoH - 2015,South East Region,Machinga District,Chamba Rural Health Centre,Planning & Policy Development,Statistical Clerk,M,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Area 25 Urban Health Centre,Allied Health Professionals,Senior Clinical Officer,HH,1,0,1
MoH - 2015,Central West Region,Lilongwe District,Area 25 Urban Health Centre,Allied Health Professionals,Senior Clinical Technician,HJ,1,1,0
MoH - 2015,South West Region,Chiradzulu District,Chiradzulu District Hospital,Allied Health Technical Services,Rehabilitation Assistant,HM,1,0,1
MoH - 2015,Central West Region,Lilongwe District,Area 25 Urban Health Centre,Allied Health Professionals,Senior Dental Technician,HJ,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Area 25 Urban Health Centre,Attendants,Senior Head Hospital Attendant,HN,2,2,0
MoH - 2015,Central West Region,Lilongwe District,Area 25 Urban Health Centre,Nursing Services,Senior Home Craft Worker,L,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Area 25 Urban Health Centre,Allied Health Technical Services,Senior Laboratory Technician,HJ,1,1,0
MoH - 2015,South West Region,Chiradzulu District,Chiradzulu District Hospital,Planning & Policy Development,Statistical Clerk,M,8,0,8
MoH - 2015,Northern Region,Chitipa District,Kameme Rural Health Centre,Nursing Services,Senior Home Craft Worker,L,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Area 25 Urban Health Centre,Nursing Services,Senior Nurse Technician,HJ,2,2,0
MoH - 2015,Central West Region,Lilongwe District,Area 25 Urban Health Centre,Pharmacy,Senior Pharmacy Technician,HJ,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Area 25 Urban Health Centre,Planning & Policy Development,Statistical Clerk,M,1,4,-3
MoH - 2015,South West Region,Chiradzulu District,Chiradzulu District Hospital,Administration,Stores Clerk,M,2,0,2
MoH - 2015,South West Region,Chiradzulu District,Chiradzulu District Hospital,Administration,Tailor,M,1,0,1
MoH - 2015,South West Region,Chiradzulu District,Chiradzulu District Hospital,Administration,Ward Clerk,M,10,0,10
MoH - 2015,South West Region,Chiradzulu District,Chiradzulu District Hospital,Administration,Motor Vehicle Driver,N,7,0,7
MoH - 2015,Central East Region,Dowa District,Mponela Community Hospital,Allied Health Professionals,Senior Dental Technician,HJ,1,1,0
MoH - 2015,South West Region,Chiradzulu District,Chiradzulu District Hospital,Attendants,Senior Head Hospital Attendant,HN,15,0,15
MoH - 2015,South East Region,Phalombe District,Phalombe District Hospital,Administration,Senior Head Laundry Attendant,N,2,0,2
MoH - 2015,Northern Region,Chitipa District,Kameme Rural Health Centre,Administration,Senior Ward Clerk,L,1,1,0
MoH - 2015,Central East Region,Dowa District,Mponela Community Hospital,Allied Health Technical Services,Dental Technician,HK,1,1,0
MoH - 2015,Central East Region,Dowa District,Mponela Community Hospital,Attendants,Hospital Attendant,HP,14,12,2
MoH - 2015,Central East Region,Dowa District,Mponela Community Hospital,Pharmacy,Senior Pharmacy Technician,HJ,1,1,0
MoH - 2015,South West Region,Chiradzulu District,Chiradzulu District Hospital,Administration,Senior Head Laundry Attendant,N,2,0,2
MoH - 2015,Central East Region,Dowa District,Mponela Community Hospital,Pharmacy,Pharmacy Technician,HK,1,1,0
MoH - 2015,South East Region,Phalombe District,Phalombe District Hospital,Administration,Senior Head Messenger,N,1,1,0
MoH - 2015,Central East Region,Dowa District,Mponela Community Hospital,Pharmacy,Pharmacy Assistant,HM,2,2,0
MoH - 2015,South West Region,Chiradzulu District,Chiradzulu District Hospital,Administration,Senior Head Messenger,N,1,0,1
MoH - 2015,Central East Region,Dowa District,Mponela Community Hospital,Allied Health Technical Services,Senior Radiography Technician,HJ,1,1,0
MoH - 2015,South East Region,Phalombe District,Phalombe District Hospital,Administration,Senior Head Security Guard,N,3,1,2
MoH - 2015,Northern Region,Chitipa District,Kameme Rural Health Centre,Nursing Services,Home Craft Worker,M,3,3,0
MoH - 2015,South West Region,Chiradzulu District,Chiradzulu District Hospital,Administration,Senior Head Security Guard,N,3,0,3
MoH - 2015,Central East Region,Dowa District,Mponela Community Hospital,Allied Health Technical Services,Radiography Technician,HK,1,1,0
MoH - 2015,South West Region,Chiradzulu District,Chiradzulu District Hospital,Administration,Senior PBX Operator,N,1,0,1
MoH - 2015,Central East Region,Dowa District,Mponela Community Hospital,Allied Health Technical Services,Senior Laboratory Technician,HJ,1,1,0
MoH - 2015,South East Region,Phalombe District,Phalombe District Hospital,Preventive Health Services,Senior Health Education Officer,HI,1,1,0
MoH - 2015,South West Region,Chiradzulu District,Chiradzulu District Hospital,Attendants,Head Hospital Attendant,HO,26,0,26
MoH - 2015,Central East Region,Dowa District,Mponela Community Hospital,Allied Health Technical Services,Laboratory Technician,HK,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Mitundu Community Hospital,Accounting,Assistant Accountant,K,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Mitundu Community Hospital,Preventive Health Services,Assistant Environmental Health Officer,HK,1,1,0
MoH - 2015,South East Region,Machinga District,Nainunje Rural Health Centre,Preventive Health Services,Assistant Environmental Health Officer,HK,1,1,0
MoH - 2015,Northern Region,Chitipa District,Kameme Rural Health Centre,Pharmacy,Pharmacy Assistant,HM,1,1,0
MoH - 2015,Central East Region,Dowa District,Mponela Community Hospital,Allied Health Technical Services,Laboratory Assistant,HL,2,2,0
MoH - 2015,Central West Region,Lilongwe District,Mitundu Community Hospital,Administration,Assistant Health Services Administrator,K,1,1,0
MoH - 2015,South West Region,Chiradzulu District,Chiradzulu District Hospital,Administration,Head Security Guard,O,5,0,5
MoH - 2015,Central East Region,Dowa District,Mponela Community Hospital,Attendants,Senior Head Hospital Attendant,HN,5,3,2
MoH - 2015,South East Region,Phalombe District,Phalombe District Hospital,Nursing Services,Senior Home Craft Worker,L,1,0,1
MoH - 2015,Central West Region,Lilongwe District,Mitundu Community Hospital,Administration,Catering Assistant,M,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Mitundu Community Hospital,Nursing Services,Chief Nurse Technician,HI,1,1,0
MoH - 2015,South West Region,Chiradzulu District,Chiradzulu District Hospital,Attendants,Incinerator Attendant,O,2,0,2
MoH - 2015,Central West Region,Lilongwe District,Mitundu Community Hospital,Allied Health Professionals,Clinical Officer,HI,1,1,0
MoH - 2015,South East Region,Phalombe District,Phalombe District Hospital,Human Resources,Senior Human Resource Management Officer,H,1,0,1
MoH - 2015,Central West Region,Lilongwe District,Mitundu Community Hospital,Allied Health Professionals,Clinical Technician,HK,2,3,-1
MoH - 2015,South West Region,Chiradzulu District,Chiradzulu District Hospital,Administration,Mortuary Attendant,O,2,0,2
MoH - 2015,Central East Region,Dowa District,Mponela Community Hospital,Nursing Services,Chief Nurse Technician,HI,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Mitundu Community Hospital,Human Resources,Copy Typist,M,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Mitundu Community Hospital,Allied Health Technical Services,Dental Technician,HK,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Mitundu Community Hospital,Attendants,Head Hospital Attendant,HO,6,11,-5
MoH - 2015,South East Region,Phalombe District,Phalombe District Hospital,Administration,Senior Laundry Attendant,O,6,0,6
MoH - 2015,Central East Region,Dowa District,Mponela Community Hospital,Administration,Senior Catering Assistant,L,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Mitundu Community Hospital,Administration,Head Security Guard,O,1,1,0
MoH - 2015,South West Region,Chiradzulu District,Chiradzulu District Hospital,Administration,PBX Operator,O,3,0,3
MoH - 2015,Northern Region,Chitipa District,Kameme Rural Health Centre,Planning & Policy Development,Statistical Clerk,M,1,1,0
MoH - 2015,Central East Region,Dowa District,Mponela Community Hospital,Administration,Catering Assistant,M,1,1,0
MoH - 2015,Central East Region,Dowa District,Mponela Community Hospital,Attendants,Kitchen Attendant,P,2,1,1
MoH - 2015,South West Region,Chiradzulu District,Chiradzulu District Hospital,Administration,Laundry Attendant,O,6,0,6
MoH - 2015,Central West Region,Lilongwe District,Mitundu Community Hospital,Administration,Health Services Administrator,I,1,1,0
MoH - 2015,Central East Region,Dowa District,Mponela Community Hospital,Administration,Laundry Assistant,M,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Mitundu Community Hospital,Nursing Services,Home Craft Worker,M,3,3,0
MoH - 2015,Central East Region,Dowa District,Mponela Community Hospital,Administration,Laundry Attendant,O,3,2,1
MoH - 2015,Central West Region,Lilongwe District,Mitundu Community Hospital,Attendants,Hospital Attendant,HP,14,23,-9
MoH - 2015,South West Region,Chiradzulu District,Chiradzulu District Hospital,Administration,Head Cook,P,1,0,1
MoH - 2015,South East Region,Machinga District,Nainunje Rural Health Centre,Allied Health Technical Services,Dental Technician,HK,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Area 18 Urban Health Centre,Allied Health Professionals,Senior Clinical Technician,HJ,1,1,0
MoH - 2015,Northern Region,Chitipa District,Kameme Rural Health Centre,Administration,Motor Vehicle Driver,N,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Mitundu Community Hospital,Attendants,Kitchen Attendant,P,2,2,0
MoH - 2015,Central East Region,Dowa District,Mponela Community Hospital,Administration,Assistant Hospital Administrator,K,1,1,0
MoH - 2015,South West Region,Chiradzulu District,Chiradzulu District Hospital,Attendants,Hospital Attendant,HP,81,0,81
MoH - 2015,Central East Region,Dowa District,Mponela Community Hospital,Administration,Senior Stores Clerk,L,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Mitundu Community Hospital,Allied Health Technical Services,Laboratory Assistant,HL,2,0,2
MoH - 2015,South East Region,Phalombe District,Phalombe District Hospital,Administration,Senior Laundry Supervisor,J,1,0,1
MoH - 2015,Central West Region,Lilongwe District,Mitundu Community Hospital,Allied Health Technical Services,Laboratory Technician,HK,1,1,0
MoH - 2015,South East Region,Machinga District,Nainunje Rural Health Centre,Administration,Ground Labourer,R,4,4,0
MoH - 2015,Central East Region,Dowa District,Mponela Community Hospital,Human Resources,Senior Clerical Officer,L,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Mitundu Community Hospital,Allied Health Professionals,Medical Assistant,HL,2,6,-4
MoH - 2015,Northern Region,Chitipa District,Kameme Rural Health Centre,Attendants,Senior Head Hospital Attendant,HN,2,2,0
MoH - 2015,South West Region,Chiradzulu District,Chiradzulu District Hospital,Attendants,Kitchen Attendant,P,6,0,6
MoH - 2015,Central East Region,Dowa District,Mponela Community Hospital,Human Resources,Copy Typist,M,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Mitundu Community Hospital,Allied Health Professionals,Medical Technician (for Med Ass),HK,2,2,0
MoH - 2015,South East Region,Machinga District,Nainunje Rural Health Centre,Attendants,Head Hospital Attendant,HO,1,3,-2
MoH - 2015,South East Region,Phalombe District,Phalombe District Hospital,Administration,Senior Maintenance Supervisor,J,1,0,1
MoH - 2015,Central East Region,Dowa District,Mponela Community Hospital,Administration,Ward Clerk,M,3,2,1
MoH - 2015,Central West Region,Lilongwe District,Mitundu Community Hospital,Administration,Messenger,P,1,1,0
MoH - 2015,South West Region,Chiradzulu District,Chiradzulu District Hospital,Administration,Messenger,P,2,0,2
MoH - 2015,South East Region,Machinga District,Nainunje Rural Health Centre,Nursing Services,Home Craft Worker,M,3,3,0
MoH - 2015,Central East Region,Dowa District,Mponela Community Hospital,Administration,Mortuary Attendant,O,2,2,0
MoH - 2015,Northern Region,Chitipa District,Kameme Rural Health Centre,Attendants,Head Hospital Attendant,HO,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Mitundu Community Hospital,Administration,Mortuary Attendant,O,2,1,1
MoH - 2015,South East Region,Phalombe District,Phalombe District Hospital,Medical Officers,Senior Medical Officer,HH,4,2,2
MoH - 2015,South East Region,Machinga District,Nainunje Rural Health Centre,Attendants,Hospital Attendant,HP,3,3,0
MoH - 2015,South West Region,Chiradzulu District,Chiradzulu District Hospital,Administration,Security Guard,P,12,0,12
MoH - 2015,Central West Region,Lilongwe District,Mitundu Community Hospital,Nursing Services,Nurse Technician,HK,25,26,-1
MoH - 2015,Central East Region,Dowa District,Mponela Community Hospital,Administration,Head Security Guard,O,1,2,-1
MoH - 2015,Central East Region,Dowa District,Mponela Community Hospital,Administration,PBX Operator,O,2,1,1
MoH - 2015,South East Region,Machinga District,Nainunje Rural Health Centre,Allied Health Technical Services,Laboratory Assistant,HL,1,0,1
MoH - 2015,Central West Region,Lilongwe District,Mitundu Community Hospital,Administration,PBX Operator,O,2,2,0
MoH - 2015,South West Region,Chiradzulu District,Chiradzulu District Hospital,Administration,Cook,Q,6,0,6
MoH - 2015,Northern Region,Chitipa District,Kameme Rural Health Centre,Attendants,Hospital Attendant,HP,3,8,-5
MoH - 2015,Central East Region,Dowa District,Mponela Community Hospital,Administration,Messenger,P,1,1,0
MoH - 2015,South East Region,Phalombe District,Phalombe District Hospital,Nursing Services,Senior Nurse Auxiliary,HL,15,0,15
MoH - 2015,Central East Region,Dowa District,Mponela Community Hospital,Administration,Security Guard,P,8,3,5
MoH - 2015,South East Region,Machinga District,Nainunje Rural Health Centre,Allied Health Technical Services,Laboratory Technician,HK,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Mitundu Community Hospital,Pharmacy,Pharmacy Technician,HK,1,1,0
MoH - 2015,South West Region,Chiradzulu District,Chiradzulu District Hospital,Administration,Ground Labourer,R,12,0,12
MoH - 2015,Central West Region,Lilongwe District,Mitundu Community Hospital,Pharmacy,Pharmacy Assistant,HM,2,2,0
MoH - 2015,South East Region,Phalombe District,Phalombe District Hospital,Nursing Services,Senior Nurse Technician,HJ,30,0,30
MoH - 2015,Central West Region,Lilongwe District,Mitundu Community Hospital,Allied Health Technical Services,Radiography Technician,HK,1,1,0
MoH - 2015,South East Region,Machinga District,Nainunje Rural Health Centre,Allied Health Professionals,Medical Assistant,HL,1,1,0
MoH - 2015,Northern Region,Chitipa District,Kameme Rural Health Centre,Administration,Security Guard,P,3,4,-1
MoH - 2015,Central West Region,Lilongwe District,Mitundu Community Hospital,Administration,Security Guard,P,8,10,-2
MoH - 2015,Central West Region,Lilongwe District,Mitundu Community Hospital,Accounting,Senior Accounts Assistant,L,1,1,0
MoH - 2015,South East Region,Machinga District,Nainunje Rural Health Centre,Allied Health Professionals,Medical Technician (for Med Ass),HK,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Mitundu Community Hospital,Administration,Senior Catering Assistant,L,1,1,0
MoH - 2015,South East Region,Phalombe District,Phalombe District Hospital,Nursing Services,Senior Nursing Officer,HH,5,2,3
MoH - 2015,South East Region,Machinga District,Nainunje Rural Health Centre,Administration,Motor Vehicle Driver,N,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Mitundu Community Hospital,Human Resources,Senior Clerical Officer,L,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Mitundu Community Hospital,Allied Health Professionals,Senior Clinical Officer,HH,1,0,1
MoH - 2015,South East Region,Machinga District,Nainunje Rural Health Centre,Nursing Services,Nurse Technician,HK,14,14,0
MoH - 2015,Central West Region,Lilongwe District,Mitundu Community Hospital,Allied Health Professionals,Senior Clinical Technician,HJ,1,1,0
MoH - 2015,South West Region,Chiradzulu District,Chitera Rural Health Centre,Allied Health Professionals,Senior Clinical Officer,HH,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Mitundu Community Hospital,Allied Health Professionals,Senior Dental Technician,HJ,1,0,1
