ID NUMBER,DH/DM,GOAL,ELEMENT,DECISION,SOURCE,2.02.e How often,ELEMENT DESCRIPTION,DECISION DESCRIPTION,SOURCE DESCRIPTION,Level
3471A,DH,8A,NA,0,DONTKNOW,NA,Not Available,0,Don't Know,Facility
3472A,DM,1A,DRUG SUPPLY,DRUG SUPPLY,CARD STOCK,DAILY,Drug Supply,Drug Supply,Stock Card,Facility
3472A,DM,1A,DRUG SUPPLY,DRUG SUPPLY,CARD STOCK,DAILY,Drug Supply,Drug Supply,Stock Card,Facility
3472A,DM,1A,DRUG SUPPLY,DRUG SUPPLY,CARD STOCK,DAILY,Drug Supply,Drug Supply,Stock Card,Facility
3472A,DM,1A,DRUG SUPPLY,DRUG SUPPLY,FAC,DAILY,Drug Supply,Drug Supply,Facility,Facility
3472A,DM,1A,DRUG SUPPLY,DRUG SUPPLY,FAC,DAILY,Drug Supply,Drug Supply,Facility,Facility
3472A,DM,1A,DRUG SUPPLY,DRUG SUPPLY,FAC,DAILY,Drug Supply,Drug Supply,Facility,Facility
3472A,DM,3A,TEST HIV,TREATINIT,REG HTC,2XWEEK,Test HIV,Treatment Initiation,HIV Testing and Counseling Register,Facility
3472A,DM,4A,DEFAULT,FOLLOWUP,CARD MAS,QUARTERLY,Defaulters,Default Followup,Master Card,Facility
3472A,DM,4A,DEFAULT,FOLLOWUP,CARD MAS,QUARTERLY,Defaulters,Default Followup,Master Card,Facility
3472A,DM,6A,TEST HIVPOS PREGNANT,TEST,REG ANC,DAILY,Number of pregnant women tested HIV positive,Number of individuals tested,Antenatal Care Register,Facility
3472A,DM,6A,HIVEXPO CHILD,TEST,REG ANC,DAILY,Number of children exposed to HIV,Number of individuals tested,Antenatal Care Register,Facility
3472A,DM,8A,TREAT ART,DQ,RPT COHORT,QUARTERLY,Treatment ART,Data Quality Check,Quarterly Cohort,Facility
3472A,DM,8A,TREAT ART,DQ,RPT COHORT,QUARTERLY,Treatment ART,Data Quality Check,Quarterly Cohort,Facility
3472A,DM,8A,TREAT ART,DQ,RPT COHORT,QUARTERLY,Treatment ART,Data Quality Check,Quarterly Cohort,Facility
3472A,DM,8A,TREAT ART,DQ,RPT COHORT,QUARTERLY,Treatment ART,Data Quality Check,Quarterly Cohort,Facility
3472A,DM,8A,MORTALITY,DQ,RPT COHORT,QUARTERLY,Mortality,Data Quality Check,Quarterly Cohort,Facility
3472A,DM,8A,MORTALITY,DQ,RPT COHORT,QUARTERLY,Mortality,Data Quality Check,Quarterly Cohort,Facility
3472A,DM,8A,MORTALITY,DQ,RPT COHORT,QUARTERLY,Mortality,Data Quality Check,Quarterly Cohort,Facility
3472A,DM,8A,MORTALITY,DQ,RPT COHORT,QUARTERLY,Mortality,Data Quality Check,Quarterly Cohort,Facility
3472A,DM,8A,DEFAULT,DQ,RPT COHORT,QUARTERLY,Defaulters,Data Quality Check,Quarterly Cohort,Facility
3472A,DM,8A,DEFAULT,DQ,RPT COHORT,QUARTERLY,Defaulters,Data Quality Check,Quarterly Cohort,Facility
3472A,DM,8A,DEFAULT,DQ,RPT COHORT,QUARTERLY,Defaulters,Data Quality Check,Quarterly Cohort,Facility
3472A,DM,8A,DEFAULT,DQ,RPT COHORT,QUARTERLY,Defaulters,Data Quality Check,Quarterly Cohort,Facility
3472A,DM,8A,HIVEXPO CHILD,DQ,RPT COHORT,QUARTERLY,Number of children exposed to HIV,Data Quality Check,Quarterly Cohort,Facility
3472A,DM,8A,HIVEXPO CHILD,DQ,RPT COHORT,QUARTERLY,Number of children exposed to HIV,Data Quality Check,Quarterly Cohort,Facility
3472A,DM,8A,HIVEXPO CHILD,DQ,RPT COHORT,QUARTERLY,Number of children exposed to HIV,Data Quality Check,Quarterly Cohort,Facility
3472A,DM,8A,HIVEXPO CHILD,DQ,RPT COHORT,QUARTERLY,Number of children exposed to HIV,Data Quality Check,Quarterly Cohort,Facility
3472A,DM,9A,DRUG SUPPLY,DRUG SUPPLY,CARD STOCK,DAILY,Drug Supply,Drug Supply,Stock Card,Facility
3472A,DM,9A,DRUG SUPPLY,DRUG SUPPLY,CARD STOCK,DAILY,Drug Supply,Drug Supply,Stock Card,Facility
3472A,DM,9A,DRUG SUPPLY,DRUG SUPPLY,CARD STOCK,DAILY,Drug Supply,Drug Supply,Stock Card,Facility
3472A,DM,9A,DRUG SUPPLY,DRUG SUPPLY,CARD STOCK,DAILY,Drug Supply,Drug Supply,Stock Card,Facility
3472A,DM,9A,DRUG SUPPLY,DRUG SUPPLY,FAC,DAILY,Drug Supply,Drug Supply,Facility,Facility
3472A,DM,9A,DRUG SUPPLY,DRUG SUPPLY,FAC,DAILY,Drug Supply,Drug Supply,Facility,Facility
3472A,DM,9A,DRUG SUPPLY,DRUG SUPPLY,FAC,DAILY,Drug Supply,Drug Supply,Facility,Facility
3472A,DM,9A,DRUG SUPPLY,DRUG SUPPLY,FAC,DAILY,Drug Supply,Drug Supply,Facility,Facility
4111A,DH,1A,DRUG CONSUMP,0,CARD DRUGTLY,MI,Drug Consumption,0,Drug Tally Card,Community
4111A,DH,1A,DEFAULT,0,REG ART,MI,Defaulters,0,Anti-Retroviral Treatment Register,Community
4111A,DH,2A,CD4COUNT,0,REG ART,DAILY,CD4 Count,0,Anti-Retroviral Treatment Register,Community
4111A,DH,2A,CD4COUNT,0,CARD HP,DAILY,CD4 Count,0,Health Passport,Community
4111A,DH,2A,HIVPOS,0,REG VCT,DAILY,Number of HIV positive individuals,0,Voluntary Counseling and Testing Register,Community
4111A,DH,2A,HIVNEG,0,REG VCT,DAILY,Number of HIV negative individuals,0,Voluntary Counseling and Testing Register,Community
4111A,DH,3A,TREAT,0,CARD HP,MI,Patients Treated,0,Health Passport,Community
4111A,DH,3A,CD4COUNT,0,REG ART,MI,CD4 Count,0,Anti-Retroviral Treatment Register,Community
4111A,DH,4A,BOOKAPPT,0,CARD MAS,MI,Book Appointment,0,Master Card,Community
4111A,DH,4A,DEFAULT,0,RPT ART,QUARTERLY,Defaulters,0,ART Report,Community
4111A,DH,6A,TEST HIV PREGNANT,0,CARD MAS,DAILY,Number of pregnant women tested for HIV,0,Master Card,Community
4111A,DH,6A,TEST HIV PREGNANT,0,CARD MAS,DAILY,Number of pregnant women tested for HIV,0,Master Card,Community
4111A,DH,6A,MI,0,CARD CHP,MI,Missing Information,0,Child Health Passport,Community
4111A,DH,6A,MI,0,CARD MHP,MI,Missing Information,0,Mother Health Passport,Community
4111A,DH,5A,NA,0,NO DATA,NA,Not Available,0,No Data,Community
4111A,DH,7A,MI,0,RPT ART,QUARTERLY,Missing Information,0,ART Report,Community
4111A,DH,7A,MI,0,RPT ART,QUARTERLY,Missing Information,0,ART Report,Community
4111A,DH,7A,MI,0,RPT CPT,QUARTERLY,Missing Information,0,CPT Report,Community
4111A,DH,7A,MI,0,RPT CPT,QUARTERLY,Missing Information,0,CPT Report,Community
4111A,DH,7A,TREAT CPT CHILD,0,RPT ART,MONTHLY,Number of children receiving co-trimaxazole preventive therapy,0,ART Report,Community
4111A,DH,7A,TREAT CPT CHILD,0,RPT ART,MONTHLY,Number of children receiving co-trimaxazole preventive therapy,0,ART Report,Community
4111A,DH,7A,TREAT CPT CHILD,0,RPT ART,MONTHLY,Number of children receiving co-trimaxazole preventive therapy,0,ART Report,Community
4111A,DH,7A,TREAT CPT CHILD,0,RPT CPT,MONTHLY,Number of children receiving co-trimaxazole preventive therapy,0,CPT Report,Community
4111A,DH,7A,TREAT CPT CHILD,0,RPT CPT,MONTHLY,Number of children receiving co-trimaxazole preventive therapy,0,CPT Report,Community
4111A,DH,7A,TREAT CPT CHILD,0,RPT CPT,MONTHLY,Number of children receiving co-trimaxazole preventive therapy,0,CPT Report,Community
4111A,DH,7A,TREAT ARV,0,RPT ART,MONTHLY,Treatment ART,0,ART Report,Community
4111A,DH,7A,TREAT ARV,0,RPT ART,MONTHLY,Treatment ART,0,ART Report,Community
4111A,DH,7A,TREAT ARV,0,RPT ART,MONTHLY,Treatment ART,0,ART Report,Community
4111A,DH,7A,TREAT ARV,0,RPT CPT,MONTHLY,Treatment ART,0,CPT Report,Community
4111A,DH,7A,TREAT ARV,0,RPT CPT,MONTHLY,Treatment ART,0,CPT Report,Community
4111A,DH,7A,TREAT ARV,0,RPT CPT,MONTHLY,Treatment ART,0,CPT Report,Community
4111A,DH,7A,HIVPOS CHILD,0,RPT ART,MONTHLY,Number of HIV positive children,0,ART Report,Community
4111A,DH,7A,HIVPOS CHILD,0,RPT ART,MONTHLY,Number of HIV positive children,0,ART Report,Community
4111A,DH,7A,HIVPOS CHILD,0,RPT ART,MONTHLY,Number of HIV positive children,0,ART Report,Community
4111A,DH,7A,HIVPOS CHILD,0,RPT CPT,MONTHLY,Number of HIV positive children,0,CPT Report,Community
4111A,DH,7A,HIVPOS CHILD,0,RPT CPT,MONTHLY,Number of HIV positive children,0,CPT Report,Community
4111A,DH,7A,HIVPOS CHILD,0,RPT CPT,MONTHLY,Number of HIV positive children,0,CPT Report,Community
4291A,DH,1A,TEST HIVPOS MOTHER,0,MI,DAILY W,Mothers Tested HIV Positive,0,Missing Information,Community
4291A,DH,1A,TEST HIVPOS MOTHER,0,MI,DAILY W,Mothers Tested HIV Positive,0,Missing Information,Community
4291A,DH,1A,INIT,0,MI,DAILY W,Initiated On Treatment,0,Missing Information,Community
4291A,DH,1A,INIT,0,MI,DAILY W,Initiated On Treatment,0,Missing Information,Community
4291A,DH,1A,MI,0,MI,QUARTERLY,Missing Information,0,Missing Information,Community
4291A,DH,1A,MI,0,RPT ANC,MONTHLY,Missing Information,0,ANC Report,Community
4291A,DH,1A,TEST HIVPOS,0,CARD ARTST,WEEKLY,Test HIV Positive,0,ART Stock Card,Community
4291A,DH,1A,TEST HIVPOS,0,CARD ARTST,WEEKLY,Test HIV Positive,0,ART Stock Card,Community
4291A,DH,2A,WHOSTAGE,0,REG ART,QUARTERLY,WHO Staging,0,Anti-Retroviral Treatment Register,Community
4291A,DH,2A,CD4COUNT,0,RPT LABORATORY,MONTHLY,CD4 Count,0,Laboratory Report,Community
4291A,DH,2A,TEST HIVPOS,0,REG HTCCOUNS,WEEKLY,Test HIV Positive,0,HIV Testing and Counseling Counselor Register,Community
4291A,DH,3A,MUAC,0,REG ART,QUARTERLY,MUAC,0,Anti-Retroviral Treatment Register,Community
4291A,DH,3A,TREAT ARV,0,REG HTC,MONTHLY,Treatment ART,0,HIV Testing and Counseling Register,Community
4291A,DH,3A,TREAT ARV,0,REG HTC,MONTHLY,Treatment ART,0,HIV Testing and Counseling Register,Community
4291A,DH,3A,BMI,0,REG HTC,MONTHLY,BMI,0,HIV Testing and Counseling Register,Community
4291A,DH,3A,BMI,0,REG HTC,MONTHLY,BMI,0,HIV Testing and Counseling Register,Community
4291A,DH,4A,MI,0,CARD MAS,QUARTERLY,Missing Information,0,Master Card,Community
4291A,DH,4A,MI,0,RPT MSH,MI,Missing Information,0,MSH Report,Community
4291A,DH,4A,TEST HIVPOS,0,RPT ART,QUARTERLY,Test HIV Positive,0,ART Report,Community
4291A,DH,4A,TEST HIVPOS,0,RPT ART,QUARTERLY,Test HIV Positive,0,ART Report,Community
4291A,DH,4A,TEST HIVPOS,0,RPT ART,QUARTERLY,Test HIV Positive,0,ART Report,Community
4291A,DH,4A,TEST HIVPOS,0,RPT ART,QUARTERLY,Test HIV Positive,0,ART Report,Community
4291A,DH,4A,TEST HIVPOS,0,REG ART,QUARTERLY,Test HIV Positive,0,Anti-Retroviral Treatment Register,Community
4291A,DH,4A,TEST HIVPOS,0,REG ART,QUARTERLY,Test HIV Positive,0,Anti-Retroviral Treatment Register,Community
4291A,DH,4A,TEST HIVPOS,0,REG ART,QUARTERLY,Test HIV Positive,0,Anti-Retroviral Treatment Register,Community
4291A,DH,4A,TEST HIVPOS,0,REG ART,QUARTERLY,Test HIV Positive,0,Anti-Retroviral Treatment Register,Community
4291A,DH,6A,TEST HIVPOS INFANT,0,REG ELEC,MONTH AS,Number of infants tested HIV positive,0,BOABAB Electronic Register,Community
4291A,DH,6A,MI,0,CARD MAS,MI,Missing Information,0,Master Card,Community
4291A,DH,6A,MI,0,REG MATERNITY,DAILY W,Missing Information,0,Maternity Register,Community
4291A,DH,6A,MI,0,REG MATERNITY,DAILY W,Missing Information,0,Maternity Register,Community
4291A,DH,6A,TEST HIVPOS PREGNANT,0,REG EID,DAILY W,Number of pregnant women tested HIV positive,0,Early Infant Diagnosis Register,Community
4291A,DH,6A,TEST HIVPOS PREGNANT,0,REG EID,DAILY W,Number of pregnant women tested HIV positive,0,Early Infant Diagnosis Register,Community
4291A,DH,6A,MI,0,REG HTC,MI,Missing Information,0,HIV Testing and Counseling Register,Community
4291A,DH,7A,IMPROVE,0,REG ART,QUARTERLY,Patients Improving,0,Anti-Retroviral Treatment Register,Community
4291A,DH,7A,DEFAULT,0,MI,MI,Defaulters,0,Missing Information,Community
4291A,DH,7A,MORTALITY,0,REG ELEC,QUARTERLY,Mortality,0,BOABAB Electronic Register,Community
4451A,DH,1A,DRUG SUPPLY,0,CARD STOCK,MONTHLY,Drug Supply,0,Stock Card,Community
4451A,DH,1A,DRUG SUPPLY,0,CARD STOCK,MONTHLY,Drug Supply,0,Stock Card,Community
4451A,DH,1A,DRUG SUPPLY,0,CARD STOCK,MONTHLY,Drug Supply,0,Stock Card,Community
4451A,DH,1A,DRUG SUPPLY,0,CARD STOCK,MONTHLY,Drug Supply,0,Stock Card,Community
4451A,DH,2A,INIT ART,0,REG ART,DAILY,Initiated on ART,0,Anti-Retroviral Treatment Register,Community
4451A,DH,2A,INIT ART,0,REG ART,DAILY,Initiated on ART,0,Anti-Retroviral Treatment Register,Community
4451A,DH,2A,INIT ART PLW,0,REG ART,DAILY,Number of pregnant and lactating women initiated on ART,0,Anti-Retroviral Treatment Register,Community
4451A,DH,2A,INIT ART PLW,0,REG ART,DAILY,Number of pregnant and lactating women initiated on ART,0,Anti-Retroviral Treatment Register,Community
4451A,DH,2A,TEST HIV UNDER,0,CARD NUT,MONTHLY,Number of undernourished individuals tested for HIV,0,Nutrition Outpatient Therapuetic Program Card/Supplementary Feeding Program Card,Community
4451A,DH,2A,TEST HIV UNDER,0,CARD NUT,MONTHLY,Number of undernourished individuals tested for HIV,0,Nutrition Outpatient Therapuetic Program Card/Supplementary Feeding Program Card,Community
4451A,DH,2A,TEST HIV UNDER,0,CARD NUT,MONTHLY,Number of undernourished individuals tested for HIV,0,Nutrition Outpatient Therapuetic Program Card/Supplementary Feeding Program Card,Community
4451A,DH,2A,TEST HIV UNDER,0,CARD NUT,MONTHLY,Number of undernourished individuals tested for HIV,0,Nutrition Outpatient Therapuetic Program Card/Supplementary Feeding Program Card,Community
4451A,DH,2A,PREVALENCE UNDER,0,CARD NUT,MONTHLY,HIV prevalence rate among undernourished individuals,0,Nutrition Outpatient Therapuetic Program Card/Supplementary Feeding Program Card,Community
4451A,DH,2A,PREVALENCE UNDER,0,CARD NUT,MONTHLY,HIV prevalence rate among undernourished individuals,0,Nutrition Outpatient Therapuetic Program Card/Supplementary Feeding Program Card,Community
4451A,DH,2A,PREVALENCE UNDER,0,CARD NUT,MONTHLY,HIV prevalence rate among undernourished individuals,0,Nutrition Outpatient Therapuetic Program Card/Supplementary Feeding Program Card,Community
4451A,DH,2A,PREVALENCE UNDER,0,CARD NUT,MONTHLY,HIV prevalence rate among undernourished individuals,0,Nutrition Outpatient Therapuetic Program Card/Supplementary Feeding Program Card,Community
4451A,DH,2A,TEST HIV,0,REG HTC,MONTH Q AN,Test HIV,0,HIV Testing and Counseling Register,Community
4451A,DH,2A,TEST HIV,0,REG HTC,MONTH Q AN,Test HIV,0,HIV Testing and Counseling Register,Community
4451A,DH,2A,TEST HIV,0,REG HTC,MONTH Q AN,Test HIV,0,HIV Testing and Counseling Register,Community
4451A,DH,2A,TEST HIV,0,REG HTC,MONTH Q AN,Test HIV,0,HIV Testing and Counseling Register,Community
4451A,DH,2A,TEST HIVPOS PREGNANT,0,REG ANC,MI,Number of pregnant women tested HIV positive,0,Antenatal Care Register,Community
4451A,DH,2A,TEST HIVPOS PREGNANT,0,REG ANC,MI,Number of pregnant women tested HIV positive,0,Antenatal Care Register,Community
4451A,DH,2A,PREGNANT,0,REG ANC,MI,Target Population Pregnant Women,0,Antenatal Care Register,Community
4451A,DH,2A,PREGNANT,0,REG ANC,MI,Target Population Pregnant Women,0,Antenatal Care Register,Community
4451A,DH,3A,MI,0,REG ART,MONTH Q,Missing Information,0,Anti-Retroviral Treatment Register,Community
4451A,DH,3A,MI,0,REG ART,MONTH Q,Missing Information,0,Anti-Retroviral Treatment Register,Community
4451A,DH,3A,MI,0,REG ART,MONTH Q,Missing Information,0,Anti-Retroviral Treatment Register,Community
4451A,DH,3A,MI,0,REG ART,MONTH Q,Missing Information,0,Anti-Retroviral Treatment Register,Community
4451A,DH,3A,INIT HCC CHILD,0,REG HCC,MONTH Q,Number of children initiated on HCC,0,Health Center Committee Register,Community
4451A,DH,3A,INIT HCC CHILD,0,REG HCC,MONTH Q,Number of children initiated on HCC,0,Health Center Committee Register,Community
4451A,DH,3A,INIT HCC CHILD,0,REG HCC,MONTH Q,Number of children initiated on HCC,0,Health Center Committee Register,Community
4451A,DH,3A,INIT HCC CHILD,0,REG HCC,MONTH Q,Number of children initiated on HCC,0,Health Center Committee Register,Community
4451A,DH,3A,TEST DBS INFANT,0,REG EID,MONTH Q,Number of infants tested for HIV through dried blood spot testing,0,Early Infant Diagnosis Register,Community
4451A,DH,3A,TEST DBS INFANT,0,REG EID,MONTH Q,Number of infants tested for HIV through dried blood spot testing,0,Early Infant Diagnosis Register,Community
4451A,DH,3A,TEST DBS INFANT,0,REG EID,MONTH Q,Number of infants tested for HIV through dried blood spot testing,0,Early Infant Diagnosis Register,Community
4451A,DH,3A,TEST DBS INFANT,0,REG EID,MONTH Q,Number of infants tested for HIV through dried blood spot testing,0,Early Infant Diagnosis Register,Community
4451A,DH,3A,TEST DBS INFANT,0,REG EID,MONTH Q,Number of infants tested for HIV through dried blood spot testing,0,Early Infant Diagnosis Register,Community
4451A,DH,3A,TEST DBS INFANT,0,REG EID,MONTH Q,Number of infants tested for HIV through dried blood spot testing,0,Early Infant Diagnosis Register,Community
4451A,DH,3A,TEST DBS INFANT,0,REG EID,MONTH Q,Number of infants tested for HIV through dried blood spot testing,0,Early Infant Diagnosis Register,Community
4451A,DH,3A,TEST DBS INFANT,0,REG EID,MONTH Q,Number of infants tested for HIV through dried blood spot testing,0,Early Infant Diagnosis Register,Community
4451A,DH,4A,DEFAULT,0,CARD MAS,WEEKLY,Defaulters,0,Master Card,Community
4451A,DH,5A,NA,0,DONTKNOW,NA,Not Available,0,Don't Know,Community
4451A,DH,6A,HIVPOS PREGNANT,0,REG PMTCT,MONTHLY,Number of HIV positive pregnant women,0,Preventing Mother to Child Transmission Register,Community
4451A,DH,7A,MI,0,RPT HIV,QUARTERLY,Missing Information,0,HIV Report,Community
4451A,DH,7A,MI,0,RPT HIV,QUARTERLY,Missing Information,0,HIV Report,Community
4451A,DH,7A,MI,0,RPT HIV,QUARTERLY,Missing Information,0,HIV Report,Community
4451A,DH,7A,MI,0,RPT HIV,QUARTERLY,Missing Information,0,HIV Report,Community
4451A,DH,8A,NA,0,DONTKNOW,NA,Not Available,0,Don't Know,Community
10011A,DM,1A,DRUG SUPPLY,DRUG SUPPLY,PHONE,QUARTERLY,Drug Supply,Drug Supply,Phone,Central
10011A,DM,3A,MI,INTEGRATE,MEETING,QUARTERLY,Missing Information,Integrate Services,Meeting,Central
10011A,DM,3A,MI,INTEGRATE,MEETING,QUARTERLY,Missing Information,Integrate Services,Meeting,Central
10011A,DM,3A,MI,INTEGRATE,PER SUPER,QUARTERLY,Missing Information,Integrate Services,Supervisor,Central
10011A,DM,3A,MI,INTEGRATE,PER SUPER,QUARTERLY,Missing Information,Integrate Services,Supervisor,Central
10011A,DM,4A,DEFAULTRATE,RETENT,MEETING,QUARTERLY,The default rate,Retention,Meeting,Central
10011A,DM,9A,BUDGET,COORDINATE,MEETING,QUARTERLY,Facility or Regional Budget,Partner/Stakeholder Coordination,Meeting,Central
10012A,DM,2A,NA,PROGPERFORM,MEETING,QUARTERLY,Not Available,Program Performance,Meeting,Central
10012A,DM,4A,MI,RETENT,MI,MI,Missing Information,Retention,Missing Information,Central
10012A,DM,6A,MI,UPTAKE,MI,MI,Missing Information,Increase Uptake/Demand Creation,Missing Information,Central
10012A,DM,6A,TREAT ART,MI,MI,MI,Treatment ART,Missing Information,Missing Information,Central
10012A,DM,6A,DEFAULTRATE,MI,MI,MI,The default rate,Missing Information,Missing Information,Central
10012A,DM,7A,NEWCASE,PROGPERFORM,MINUTE,QUARTERLY,New Cases,Program Performance,Minute,Central
10012A,DM,7A,NEWCASE,PROGPERFORM,RPT,QUARTERLY,New Cases,Program Performance,Report,Central
10012A,DM,7A,NEWCASE,PROGPERFORM,MEETING,QUARTERLY,New Cases,Program Performance,Meeting,Central
10012A,DM,9A,MI,PROGPERFORM,MEETING,BIANNUAL,Missing Information,Program Performance,Meeting,Central
21010A,DH,1A,TREAT,0,RPT LAHAF,MONTH Q,Patients Treated,0,LAHARF Report,District
21010A,DH,1A,TREAT,0,RPT LAHAF,MONTH Q,Patients Treated,0,LAHARF Report,District
21010A,DH,1A,TREAT,0,RPT LAHAF,MONTH Q,Patients Treated,0,LAHARF Report,District
21010A,DH,1A,TREAT,0,RPT LAHAF,MONTH Q,Patients Treated,0,LAHARF Report,District
21010A,DH,1A,TREAT,0,RPT LAHAF,MONTH Q,Patients Treated,0,LAHARF Report,District
21010A,DH,1A,TREAT,0,RPT LAHAF,MONTH Q,Patients Treated,0,LAHARF Report,District
21010A,DH,1A,TREAT,0,RPT LAHAF,MONTH Q,Patients Treated,0,LAHARF Report,District
21010A,DH,1A,TREAT,0,RPT LAHAF,MONTH Q,Patients Treated,0,LAHARF Report,District
21010A,DH,1A,TREAT,0,RPT LAHAF,MONTH Q,Patients Treated,0,LAHARF Report,District
21010A,DH,1A,TREAT,0,RPT LAHAF,MONTH Q,Patients Treated,0,LAHARF Report,District
21010A,DH,1A,TREAT,0,RPT LAHAF,MONTH Q,Patients Treated,0,LAHARF Report,District
21010A,DH,1A,TREAT,0,RPT LAHAF,MONTH Q,Patients Treated,0,LAHARF Report,District
21010A,DH,1A,TREAT,0,RPT LAHAF,MONTH Q,Patients Treated,0,LAHARF Report,District
21010A,DH,1A,TREAT,0,RPT LAHAF,MONTH Q,Patients Treated,0,LAHARF Report,District
21010A,DH,1A,TREAT,0,RPT LAHAF,MONTH Q,Patients Treated,0,LAHARF Report,District
21010A,DH,1A,TREAT,0,RPT LAHAF,MONTH Q,Patients Treated,0,LAHARF Report,District
21010A,DH,8A,TEST HIVPOS,0,MINUTE,ASNEED,Test HIV Positive,0,Minute,District
21010A,DH,8A,MEETCONDUCT,0,MINUTE,MONTHLY,Meeting Conducted,0,Minute,District
21010A,DH,8A,MEETCONDUCT,0,MINUTE,MONTHLY,Meeting Conducted,0,Minute,District
21010A,DH,8A,MEETCONDUCT,0,MINUTE,MONTHLY,Meeting Conducted,0,Minute,District
21010A,DH,8A,MEETCONDUCT,0,MINUTE,MONTHLY,Meeting Conducted,0,Minute,District
21010A,DH,8A,MEETCONDUCT,0,MINUTE,MONTHLY,Meeting Conducted,0,Minute,District
21010A,DH,8A,MEETCONDUCT,0,MINUTE,MONTHLY,Meeting Conducted,0,Minute,District
32101A,DH,1A,DRUG SUPPLY,0,REG STOCK,MONTHLY,Drug Supply,0,Drug Stock Register,Facility
32101A,DH,1A,DRUG SUPPLY,0,REG STOCK,MONTHLY,Drug Supply,0,Drug Stock Register,Facility
32101A,DH,1A,DRUG SUPPLY,0,REG STOCK,MONTHLY,Drug Supply,0,Drug Stock Register,Facility
32101A,DH,1A,DRUG SUPPLY,0,REG STOCK,MONTHLY,Drug Supply,0,Drug Stock Register,Facility
32101A,DH,1A,MI,0,CARD STOCK,MONTHLY,Missing Information,0,Stock Card,Facility
32101A,DH,1A,MI,0,CARD STOCK,MONTHLY,Missing Information,0,Stock Card,Facility
32101A,DH,1A,MI,0,CARD STOCK,MONTHLY,Missing Information,0,Stock Card,Facility
32101A,DH,1A,MI,0,CARD STOCK,MONTHLY,Missing Information,0,Stock Card,Facility
32101A,DH,2A,MI,0,REG VCT,QUARTERLY,Missing Information,0,Voluntary Counseling and Testing Register,Facility
32101A,DH,2A,MI,0,REG VCT,QUARTERLY,Missing Information,0,Voluntary Counseling and Testing Register,Facility
32101A,DH,2A,MI,0,REG VCT,QUARTERLY,Missing Information,0,Voluntary Counseling and Testing Register,Facility
32101A,DH,2A,MI,0,REG VCT,QUARTERLY,Missing Information,0,Voluntary Counseling and Testing Register,Facility
32101A,DH,2A,MI,0,REG VCT,QUARTERLY,Missing Information,0,Voluntary Counseling and Testing Register,Facility
32101A,DH,2A,MI,0,REG VCT,QUARTERLY,Missing Information,0,Voluntary Counseling and Testing Register,Facility
32101A,DH,2A,MI,0,REG MATERNITY,QUARTERLY,Missing Information,0,Maternity Register,Facility
32101A,DH,2A,MI,0,REG MATERNITY,QUARTERLY,Missing Information,0,Maternity Register,Facility
32101A,DH,2A,MI,0,REG MATERNITY,QUARTERLY,Missing Information,0,Maternity Register,Facility
32101A,DH,2A,MI,0,REG MATERNITY,QUARTERLY,Missing Information,0,Maternity Register,Facility
32101A,DH,2A,MI,0,REG MATERNITY,QUARTERLY,Missing Information,0,Maternity Register,Facility
32101A,DH,2A,MI,0,REG MATERNITY,QUARTERLY,Missing Information,0,Maternity Register,Facility
32101A,DH,2A,MI,0,REG ANC,QUARTERLY,Missing Information,0,Antenatal Care Register,Facility
32101A,DH,2A,MI,0,REG ANC,QUARTERLY,Missing Information,0,Antenatal Care Register,Facility
32101A,DH,2A,MI,0,REG ANC,QUARTERLY,Missing Information,0,Antenatal Care Register,Facility
32101A,DH,2A,MI,0,REG ANC,QUARTERLY,Missing Information,0,Antenatal Care Register,Facility
32101A,DH,2A,MI,0,REG ANC,QUARTERLY,Missing Information,0,Antenatal Care Register,Facility
32101A,DH,2A,MI,0,REG ANC,QUARTERLY,Missing Information,0,Antenatal Care Register,Facility
32101A,DH,2A,MI,0,REG ELEC,QUARTERLY,Missing Information,0,BOABAB Electronic Register,Facility
32101A,DH,2A,MI,0,REG ELEC,QUARTERLY,Missing Information,0,BOABAB Electronic Register,Facility
32101A,DH,2A,MI,0,REG ELEC,QUARTERLY,Missing Information,0,BOABAB Electronic Register,Facility
32101A,DH,2A,MI,0,REG ELEC,QUARTERLY,Missing Information,0,BOABAB Electronic Register,Facility
32101A,DH,2A,MI,0,REG ELEC,QUARTERLY,Missing Information,0,BOABAB Electronic Register,Facility
32101A,DH,2A,MI,0,REG ELEC,QUARTERLY,Missing Information,0,BOABAB Electronic Register,Facility
32101A,DH,2A,MI,0,REG ART,QUARTERLY,Missing Information,0,Anti-Retroviral Treatment Register,Facility
32101A,DH,2A,MI,0,REG ART,QUARTERLY,Missing Information,0,Anti-Retroviral Treatment Register,Facility
32101A,DH,2A,MI,0,REG ART,QUARTERLY,Missing Information,0,Anti-Retroviral Treatment Register,Facility
32101A,DH,2A,MI,0,REG ART,QUARTERLY,Missing Information,0,Anti-Retroviral Treatment Register,Facility
32101A,DH,2A,MI,0,REG ART,QUARTERLY,Missing Information,0,Anti-Retroviral Treatment Register,Facility
32101A,DH,2A,MI,0,REG ART,QUARTERLY,Missing Information,0,Anti-Retroviral Treatment Register,Facility
32101A,DH,3A,MI,0,REG VCT,QUARTERLY,Missing Information,0,Voluntary Counseling and Testing Register,Facility
32101A,DH,3A,MI,0,REG VCT,QUARTERLY,Missing Information,0,Voluntary Counseling and Testing Register,Facility
